T_h;Bezeichnung;Standort;Arbeitstag;Wochentag;Tag Nr;Kennzahl;TAG_Gesamtzahl_Passanten_dSSG
2018-06-11T00:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";25
2018-06-11T06:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";90
2018-06-11T09:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";344
2018-06-11T18:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";437
2018-06-12T03:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";3
2018-06-12T04:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";0
2018-06-12T05:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";12
2018-06-12T13:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";703
2018-06-12T19:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";95
2018-06-13T05:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";11
2018-06-13T20:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";61
2018-06-13T22:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";52
2018-06-14T03:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";5
2018-06-14T08:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";378
2018-06-14T12:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";828
2018-06-15T05:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";24
2018-06-15T11:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";809
2018-06-15T13:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";718
2018-06-15T17:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";684
2018-06-15T18:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";488
2018-06-15T20:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";175
2018-06-16T07:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Samstag;6;Tagesverkehr;128
2018-06-16T10:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Samstag;6;Tagesverkehr;783
2018-06-16T16:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Samstag;6;Tagesverkehr;934
2018-06-16T17:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Samstag;6;Tagesverkehr;387
2018-06-17T00:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Sonntag;7;Tagesverkehr;94
2018-06-17T01:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Sonntag;7;Tagesverkehr;46
2018-06-17T10:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Sonntag;7;Tagesverkehr;84
2018-06-17T11:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Sonntag;7;Tagesverkehr;138
2018-06-17T16:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Sonntag;7;Tagesverkehr;150
2018-06-17T23:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Sonntag;7;Tagesverkehr;9
2018-06-18T07:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";304
2018-06-18T14:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";641
2018-06-18T15:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";657
2018-06-19T00:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";11
2018-06-19T01:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";2
2018-06-19T05:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";11
2018-06-19T09:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";536
2018-06-19T11:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";709
2018-06-19T21:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";1027
2018-06-20T05:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";82
2018-06-20T09:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";509
2018-06-20T10:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";881
2018-06-20T15:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";428
2018-06-20T20:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";139
2018-06-20T21:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";62
2018-06-20T22:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";78
2018-06-21T00:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";6
2018-06-21T01:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";5
2018-06-21T02:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";0
2018-06-21T04:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";6
2018-06-21T06:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";127
2018-06-21T20:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";282
2018-06-21T23:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";59
2018-06-22T03:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";6
2018-06-23T00:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Samstag;6;Tagesverkehr;75
2018-06-23T01:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Samstag;6;Tagesverkehr;39
2018-06-23T05:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Samstag;6;Tagesverkehr;5
2018-06-23T06:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Samstag;6;Tagesverkehr;25
2018-06-23T08:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Samstag;6;Tagesverkehr;282
2018-06-23T12:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Samstag;6;Tagesverkehr;894
2018-06-23T15:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Samstag;6;Tagesverkehr;1202
2018-06-23T16:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Samstag;6;Tagesverkehr;929
2018-06-23T19:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Samstag;6;Tagesverkehr;148
2018-06-24T01:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Sonntag;7;Tagesverkehr;46
2018-06-24T04:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Sonntag;7;Tagesverkehr;13
2018-06-24T08:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Sonntag;7;Tagesverkehr;39
2018-06-24T09:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Sonntag;7;Tagesverkehr;56
2018-06-24T12:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Sonntag;7;Tagesverkehr;101
2018-06-24T15:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Sonntag;7;Tagesverkehr;142
2018-06-24T17:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Sonntag;7;Tagesverkehr;105
2018-06-24T19:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Sonntag;7;Tagesverkehr;96
2018-06-25T05:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";14
2018-06-25T17:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";758
2018-06-25T18:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";509
2018-06-26T01:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";2
2018-06-26T12:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";861
2018-06-26T16:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";713
2018-06-27T10:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";646
2018-06-27T23:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";55
2018-06-28T01:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";16
2018-06-28T06:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";100
2018-06-28T09:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";433
2018-06-28T16:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";680
2018-06-28T22:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";50
2018-06-29T02:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";4
2018-06-29T06:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";101
2018-06-29T10:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";796
2018-06-29T22:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";122
2018-06-30T06:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Samstag;6;Tagesverkehr;39
2018-06-30T08:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Samstag;6;Tagesverkehr;288
2018-06-30T13:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Samstag;6;Tagesverkehr;903
2018-06-30T16:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Samstag;6;Tagesverkehr;772
2018-07-01T07:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Sonntag;7;Tagesverkehr;15
2018-07-01T08:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Sonntag;7;Tagesverkehr;37
2018-07-01T09:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Sonntag;7;Tagesverkehr;54
2018-07-01T11:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Sonntag;7;Tagesverkehr;115
2018-07-01T17:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Sonntag;7;Tagesverkehr;77
2018-07-01T18:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Sonntag;7;Tagesverkehr;102
2018-07-01T20:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Sonntag;7;Tagesverkehr;73
2018-07-02T04:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";2
2018-07-02T10:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";1350
2018-07-02T12:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";1516
2018-07-02T15:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";1334
2018-07-02T18:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";928
2018-07-02T23:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";42
2018-07-03T05:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";67
2018-07-03T15:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";1254
2018-07-03T18:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";1047
2018-07-04T01:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";5
2018-07-04T13:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";950
2018-06-11T05:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";12
2018-07-04T18:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";1088
2018-06-11T07:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";223
2018-07-05T00:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";34
2018-06-11T13:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";657
2018-07-05T03:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";14
2018-06-11T15:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";569
2018-07-05T14:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";1031
2018-06-11T21:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";91
2018-07-05T19:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";1198
2018-06-12T02:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";4
2018-07-05T21:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";335
2018-06-12T11:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";662
2018-07-05T22:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";210
2018-06-12T14:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";594
2018-07-06T02:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";35
2018-06-12T20:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";70
2018-07-06T12:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";1061
2018-06-13T11:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";400
2018-07-06T16:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";1237
2018-06-13T17:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";557
2018-07-06T23:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";151
2018-06-14T17:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";819
2018-07-07T04:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Samstag;6;Tagesverkehr;23
2018-06-15T00:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";27
2018-07-07T07:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Samstag;6;Tagesverkehr;170
2018-06-15T01:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";3
2018-07-07T13:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Samstag;6;Tagesverkehr;1998
2018-06-15T02:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";4
2018-07-07T15:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Samstag;6;Tagesverkehr;2183
2018-06-15T03:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";3
2018-07-07T21:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Samstag;6;Tagesverkehr;221
2018-06-15T04:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";11
2018-07-08T03:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Sonntag;7;Tagesverkehr;30
2018-06-15T07:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";301
2018-07-08T06:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Sonntag;7;Tagesverkehr;33
2018-06-15T09:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";719
2018-07-08T07:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Sonntag;7;Tagesverkehr;18
2018-06-15T14:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";683
2018-07-08T11:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Sonntag;7;Tagesverkehr;270
2018-06-15T15:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";691
2018-07-08T13:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Sonntag;7;Tagesverkehr;334
2018-06-15T16:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";772
2018-07-08T14:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Sonntag;7;Tagesverkehr;359
2018-06-16T00:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Samstag;6;Tagesverkehr;47
2018-07-08T21:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Sonntag;7;Tagesverkehr;139
2018-06-16T02:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Samstag;6;Tagesverkehr;18
2018-07-08T23:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Sonntag;7;Tagesverkehr;35
2018-06-16T03:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Samstag;6;Tagesverkehr;8
2018-07-09T03:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";11
2018-06-16T11:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Samstag;6;Tagesverkehr;1027
2018-07-09T11:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";1093
2018-06-16T22:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Samstag;6;Tagesverkehr;142
2018-07-09T16:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";1257
2018-06-17T02:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Sonntag;7;Tagesverkehr;25
2018-07-10T15:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";1285
2018-06-17T04:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Sonntag;7;Tagesverkehr;25
2018-07-10T21:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";122
2018-06-17T06:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Sonntag;7;Tagesverkehr;18
2018-07-10T23:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";26
2018-06-17T09:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Sonntag;7;Tagesverkehr;41
2018-07-11T12:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";1434
2018-06-17T13:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Sonntag;7;Tagesverkehr;153
2018-07-11T16:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";1463
2018-06-17T20:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Sonntag;7;Tagesverkehr;43
2018-07-11T22:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";298
2018-06-18T09:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";398
2018-07-12T03:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";5
2018-06-18T10:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";740
2018-07-12T07:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";327
2018-06-18T13:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";610
2018-07-12T09:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";802
2018-06-19T19:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";1339
2018-07-13T01:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";14
2018-06-19T23:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";212
2018-07-13T04:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";10
2018-06-20T03:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";19
2018-07-13T07:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";348
2018-06-20T04:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";28
2018-07-13T13:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";1190
