BFS_NR;GEBIET_NAME;THEMA_NAME;SET_NAME;SUBSET_NAME;INDIKATOR_ID;INDIKATOR_NAME;INDIKATOR_JAHR;INDIKATOR_VALUE;EINHEIT_KURZ;EINHEIT_LANG;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;667;Minergie-P-Wohngebäude [Anz.];2018;165;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;667;Minergie-P-Wohngebäude [Anz.];2019;188;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;667;Minergie-P-Wohngebäude [Anz.];2020;195;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;667;Minergie-P-Wohngebäude [Anz.];2021;207;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;668;Minergie-A-Wohngebäude [Anz.];2011;0;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;668;Minergie-A-Wohngebäude [Anz.];2012;1;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;668;Minergie-A-Wohngebäude [Anz.];2013;1;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;668;Minergie-A-Wohngebäude [Anz.];2014;3;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;668;Minergie-A-Wohngebäude [Anz.];2015;6;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;668;Minergie-A-Wohngebäude [Anz.];2016;13;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;668;Minergie-A-Wohngebäude [Anz.];2017;29;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;668;Minergie-A-Wohngebäude [Anz.];2018;42;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;668;Minergie-A-Wohngebäude [Anz.];2019;62;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;668;Minergie-A-Wohngebäude [Anz.];2020;67;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;668;Minergie-A-Wohngebäude [Anz.];2021;73;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;669;Minergie-ECO-Wohngebäude [Anz.];2011;10;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;669;Minergie-ECO-Wohngebäude [Anz.];2012;17;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;669;Minergie-ECO-Wohngebäude [Anz.];2013;23;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;669;Minergie-ECO-Wohngebäude [Anz.];2014;26;Anz.;Anzahl;
