Titel;Datum;Verwaltungsebene;Typ;Resultat;Ja-Stimmen;Nein-Stimmen;URL;Status;Total der Gemeinden;Ausgezählte Gemeinden;Letzte Änderung;turnout
Volksinitiative «Für die Ausschaffung krimineller Ausländer (Ausschaffungsinitiative)»;2010-11-28;federation;vote;proposal;59.57446808510638;40.42553191489362;https://wab.sg.ch/vote/volksinitiative-fuer-die-ausschaffung-krimineller-auslaender-ausschaffungsinitiative;abgeschlossen;86;86;2022-01-19T07:36:22+01:00;53.73014459431013
Ersatzwahl eines Mitglieds der Regierung;2010-11-28;canton;election;;;;https://wab.sg.ch/election/ersatzwahl-eines-mitglieds-der-regierung;abgeschlossen;86;86;2022-07-22T12:43:58+02:00;47.3861814816651
Ersatzwahl Kreisgericht Werdenberg-Sarganserland: Richter/in;2010-11-28;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-werdenberg-sarganserland-nebenamtliche-r-richter-in-1;abgeschlossen;14;14;2022-07-21T11:43:38+02:00;0.0
Einführung von elektronisch gespeicherten biometrischen Daten im Schweizer Pass und in Reisedokumenten für ausländische Personen;2009-05-17;federation;vote;accepted;50.3758429194764;49.6241570805236;https://wab.sg.ch/vote/einfuehrung-von-elektronisch-gespeicherten-biometrischen-daten-im-schweizer-pass-und-in-reisedokumenten-fuer-auslaendische-personen;abgeschlossen;86;86;2022-01-19T07:36:21+01:00;33.50638334248449
Bundesbeschluss über den Verzicht auf die Einführung der allgemeinen Volksinitiative;2009-09-27;federation;vote;accepted;64.32245015891361;35.67754984108639;https://wab.sg.ch/vote/bundesbeschluss-ueber-den-verzicht-auf-die-einfuehrung-der-allgemeinen-volksinitiative;abgeschlossen;86;86;2022-01-19T07:36:20+01:00;41.09129286215282
V. Nachtrag zum Ergänzungsleistungsgesetz;2009-09-27;canton;vote;accepted;79.59672116775522;20.40327883224478;https://wab.sg.ch/vote/v-nachtrag-zum-ergaenzungsleistungsgesetz;abgeschlossen;86;86;2022-01-19T07:36:21+01:00;39.9541410130424
Gesetzesinitiative «Schutz vor dem Passivrauchen für alle» / Gesetzesinitiative «Freiheitliches Rauchergesetz für den Kanton St.Gallen»;2009-09-27;canton;vote;proposal;59.0391564984482;40.9608435015518;https://wab.sg.ch/vote/gesetzesinitiative-schutz-vor-dem-passivrauchen-fuer-alle;abgeschlossen;86;86;2022-01-19T07:36:21+01:00;40.842575323051825
Volksinitiative «Für ein Verbot von Kriegsmaterial-Exporten»;2009-11-29;federation;vote;rejected;26.46705692796755;73.53294307203245;https://wab.sg.ch/vote/volksinitiative-fuer-ein-verbot-von-kriegsmaterial-exporten;abgeschlossen;86;86;2022-01-19T07:36:22+01:00;53.136469803136464
Volksinitiative «Für eine soziale Einheitskrankenkasse»;2007-03-11;federation;vote;rejected;19.71870604781997;80.28129395218002;https://wab.sg.ch/vote/volksinitiative-fuer-eine-soziale-einheitskrankenkasse;abgeschlossen;88;88;2022-01-19T07:36:22+01:00;41.824778844154714
Nachtrag zum Einführungsgesetz zur Bundesgesetzgebung über die Krankenversicherung;2007-03-11;canton;vote;accepted;69.39185365052124;30.60814634947876;https://wab.sg.ch/vote/nachtrag-zum-einfuehrungsgesetz-zur-bundesgesetzgebung-ueber-die-krankenversicherung;abgeschlossen;88;88;2022-01-19T07:36:21+01:00;38.52812965468235
Einführungsgesetz zur Bundesgesetzgebung über die Berufsbildung;2007-09-23;canton;vote;accepted;86.28990386884627;13.710096131153733;https://wab.sg.ch/vote/einfuehrungsgesetz-zur-bundesgesetzgebung-ueber-die-berufsbildung;abgeschlossen;88;88;2022-01-19T07:36:21+01:00;22.213761218384555
Erneuerungswahl der st.gallischen Mitglieder des Ständerates (2. Wahlgang);2007-11-25;canton;election;;;;https://wab.sg.ch/election/erneuerungswahl-der-st-gallischen-mitglieder-des-staenderates-2-wahlgang;abgeschlossen;88;88;2022-07-22T12:19:29+02:00;49.43263832518773
Ersatzwahl Gerichtskreis Untertoggenburg-Gossau: Gerichtspräsident/in;2007-11-25;none;election;;;;https://wab.sg.ch/election/ersatzwahl-gerichtspraesident;abgeschlossen;11;11;2022-07-21T15:35:20+02:00;38.76278880682973
Ersatzwahl Gerichtskreis St.Gallen: 2 Richter/innen;2007-11-25;none;election;;;;https://wab.sg.ch/election/ersatzwahl-gerichtskreis-st-gallen-richter-in;abgeschlossen;4;4;2022-01-19T07:36:19+01:00;0.0
Volksinitiative «gegen die Abzockerei»;2013-03-03;federation;vote;accepted;66.36099077108028;33.63900922891972;https://wab.sg.ch/vote/volksinitiative-gegen-die-abzockerei;abgeschlossen;78;78;2022-01-19T07:36:22+01:00;43.9864903726331
Ersatzwahl Kreisgericht Rorschach: Richter/in;2013-03-03;none;election;;;;https://wab.sg.ch/election/ersatzwahl-richter-in-1;abgeschlossen;9;9;2022-07-21T11:54:32+02:00;39.006107717934476
Dringliche Änderungen des Asylgesetzes;2013-06-09;federation;vote;accepted;83.52733402905996;16.472665970940042;https://wab.sg.ch/vote/dringliche-anderungen-des-asylgesetzes;abgeschlossen;78;78;2022-01-19T07:36:21+01:00;36.10194405384809
Volksinitiative «Ja zur Aufhebung der Wehrpflicht»;2013-09-22;federation;vote;rejected;22.350268712948086;77.6497312870519;https://wab.sg.ch/vote/volksinitiative-ja-zur-aufhebung-der-wehrpflicht;abgeschlossen;78;78;2022-01-19T07:36:22+01:00;46.191463146734925
Epidemiengesetz;2013-09-22;federation;vote;accepted;50.57276705132077;49.42723294867923;https://wab.sg.ch/vote/epidemiengesetz;abgeschlossen;78;78;2022-01-19T07:36:21+01:00;45.88614345250034
Volksinitiative «1:12 – Für gerechte Löhne»;2013-11-24;federation;vote;rejected;31.759057770565164;68.24094222943484;https://wab.sg.ch/vote/volksinitiative-1-12-fuer-gerechte-loehne;abgeschlossen;78;78;2022-01-19T07:36:21+01:00;52.01882349950589
Nationalstrassenabgabegesetz;2013-11-24;federation;vote;rejected;40.46235666635925;59.53764333364075;https://wab.sg.ch/vote/nationalstrassenabgabegesetz;abgeschlossen;78;78;2022-01-19T07:36:21+01:00;52.06044872629983
Bundesbeschluss über die Regelung der Geldspiele zugunsten gemeinnütziger Zwecke;2012-03-11;federation;vote;accepted;84.82336775852134;15.176632241478657;https://wab.sg.ch/vote/bundesbeschluss-ueber-die-regelung-der-geldspiele-zugunsten-gemeinnuetziger-zwecke;abgeschlossen;86;86;2022-01-19T07:36:20+01:00;44.67726373756704
Kantonsratswahl 2012: Wahlkreis Werdenberg;2012-03-11;district;election;;;;https://wab.sg.ch/election/kantonsratswahl-2012-wahlkreis-werdenberg;abgeschlossen;6;6;2022-01-19T07:36:20+01:00;36.64057740075924
Volksinitiative «Eigene vier Wände dank Bausparen»;2012-06-17;federation;vote;rejected;28.069222626225432;71.93077737377456;https://wab.sg.ch/vote/volksinitiative-vom-23-januar-2009-eigene-vier-waende-dank-bausparen;abgeschlossen;86;86;2022-01-19T07:36:22+01:00;35.16095388611976
Volksinitiative «Sicheres Wohnen im Alter»;2012-09-23;federation;vote;accepted;51.71402100061766;48.28597899938234;https://wab.sg.ch/vote/volksinitiative-vom-23-januar-2009-sicheres-wohnen-im-alter;abgeschlossen;86;86;2022-01-19T07:36:22+01:00;46.205359992849935
Änderung des Tierseuchengesetzes;2012-11-25;federation;vote;accepted;59.78563054764696;40.21436945235304;https://wab.sg.ch/vote/anderung-vom-16-maerz-2012-des-tierseuchengesetzes-tsg;abgeschlossen;86;86;2022-01-19T07:36:20+01:00;29.246955867250936
Kantonsratswahl 2020: Wahlkreis Rheintal;2020-03-08;district;election;;;;https://wab.sg.ch/election/kantonsratswahl-2020-wahlkreis-rheintal;abgeschlossen;13;13;2022-01-19T07:36:20+01:00;31.10806668833883
Kantonsratswahl 2020: Wahlkreis Wil;2020-03-08;district;election;;;;https://wab.sg.ch/election/kantonsratswahl-2020-wahlkreis-wil;abgeschlossen;10;10;2022-01-19T07:36:20+01:00;31.565635096072096
Bundesbeschluss über die Beschaffung neuer Kampfflugzeuge;2020-09-27;federation;vote;accepted;53.34923089017584;46.65076910982416;https://wab.sg.ch/vote/bundesbeschluss-ueber-die-beschaffung-neuer-kampfflugzeuge;abgeschlossen;78;78;2022-01-19T07:36:22+01:00;59.240028321925884
Volksinitiative «Für ein Verbot der Finanzierung von Kriegsmaterialproduzenten»;2020-11-29;federation;vote;rejected;35.740286298568506;64.2597137014315;https://wab.sg.ch/vote/volksinitiative-fuer-ein-verbot-der-finanzierung-von-kriegsmaterialproduzenten;abgeschlossen;78;78;2022-01-19T07:36:22+01:00;45.33390083257037
Gesetz über die Gewährung von ergänzenden Krediten und Solidarbürgschaften infolge des Coronavirus;2020-11-29;canton;vote;accepted;77.21153003709004;22.788469962909957;https://wab.sg.ch/vote/gesetz-ueber-die-gewaehrung-von-ergaenzenden-krediten-und-solidarbuergschaften-infolge-des-coronavirus;abgeschlossen;77;77;2022-01-19T07:36:22+01:00;44.10413041833724
Erneuerungswahl Kreisgericht Rheintal: Gerichtspräsident/in;2020-11-29;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-rheintal-kreisgerichtspraesident-in-2;abgeschlossen;13;13;2022-07-12T16:12:08+02:00;0.0
Erneuerungswahl Kreisgericht Rheintal: 9 nebenamtliche Richter/innen;2020-11-29;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-rheintal-9-nebenamtliche-richter-innen;abgeschlossen;13;13;2022-01-19T07:36:19+01:00;33.611136762397265
Erneuerungswahl Kreisgericht Rorschach: Gerichtspräsident/in;2020-11-29;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-rorschach-kreisgerichtspraesident-in-2;abgeschlossen;9;9;2022-07-12T16:12:31+02:00;0.0
Erneuerungswahl Kreisgericht Rorschach: 4 haupt-/teilamtliche Richter/innen;2020-11-29;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-rorschach-4-haupt-teilamtliche-richter-innen;abgeschlossen;9;9;2022-01-19T07:36:19+01:00;0.0
Erneuerungswahl Kreisgericht St.Gallen: 14 nebenamtliche Richter/innen (1. Wahlgang);2020-11-29;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-st-gallen-14-nebenamtliche-richter-innen;abgeschlossen;9;9;2022-07-12T17:02:16+02:00;38.170338634585036
Erneuerungswahl Kreisgericht Toggenburg: Gerichtspräsident/in;2020-11-29;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-toggenburg-kreisgerichtspraesident-in-2;abgeschlossen;12;12;2022-07-12T16:03:56+02:00;0.0
Ersatzwahl Kreisgericht Toggenburg: nebenamtliche/r Richter/in;2019-02-10;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-toggenburg-nebenamtliche-r-richter-in;abgeschlossen;12;12;2022-01-19T07:36:19+01:00;0.0
Ersatzwahl Kreisgericht See-Gaster: nebenamtliche/r Richter/in;2019-06-30;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-see-gaster-nebenamtliche-r-richter-in;abgeschlossen;14;14;2022-01-19T07:36:19+01:00;0.0
Erneuerungswahl der st.gallischen Mitglieder des Ständerates (1. Wahlgang);2019-10-20;canton;election;;;;https://wab.sg.ch/election/erneuerungswahl-der-st-gallischen-mitglieder-des-staenderates-1;abgeschlossen;77;77;2022-01-19T07:36:18+01:00;45.224581274394666
Einheitsinitiative «Energiewende – St.Gallen kann es!» / Gegenvorschlag des Kantonsrates in Form des V. Nachtrags zum Energiegesetz;2014-05-18;canton;vote;counter-proposal;70.10324728078685;29.896752719213154;https://wab.sg.ch/vote/einheitsinitiative-energiewende-st-gallen-kann-es-gegenvorschlag-des-kantonsrates-in-form-des-v-nachtrags-zum-energiegesetz;abgeschlossen;77;77;2022-01-19T07:36:21+01:00;44.801167457132436
Initiative Schluss mit MwSt-Diskriminierung Gastgewerbe;2014-09-28;federation;vote;rejected;26.754888986913688;73.24511101308632;https://wab.sg.ch/vote/initiative-schluss-mit-mwst-diskriminierung-gastgewerbe;abgeschlossen;78;78;2022-01-19T07:36:21+01:00;43.474342881173186
Kantonsratsbeschluss über den Teilabbruch und Ersatzneubau der Landwirtschaftsschule am Landwirtschaftlichen Zentrum St.Gallen in Salez;2014-09-28;canton;vote;accepted;78.01569719081229;21.98430280918771;https://wab.sg.ch/vote/kantonsratsbeschluss-ueber-den-teilabbruch-und-ersatzneubau-der-landwirtschaftsschule-am-landwirtschaftlichen-zentrum-st-gallen-in-salez;abgeschlossen;77;77;2022-01-19T07:36:21+01:00;40.300185562227774
Gold-Initiative;2014-11-30;federation;vote;rejected;27.42623252875681;72.57376747124319;https://wab.sg.ch/vote/gold-initiative;abgeschlossen;78;78;2022-01-19T07:36:21+01:00;48.67567038064602
Kantonsratsbeschluss über den Neubau der Häuser 07A/07B des Kantonsspitals St.Gallen;2014-11-30;canton;vote;accepted;88.40788701367401;11.592112986325986;https://wab.sg.ch/vote/kantonsratsbeschluss-ueber-den-neubau-der-haeuser-07a-07b-des-kantonsspitals-st-gallen;abgeschlossen;77;77;2022-01-19T07:36:21+01:00;45.71753370131585
Kantonsratsbeschluss über die Erneuerung und Erweiterung des Spitals Grabs;2014-11-30;canton;vote;accepted;75.40059347181008;24.599406528189917;https://wab.sg.ch/vote/kantonsratsbeschluss-ueber-die-erneuerung-und-erweiterung-des-spitals-grabs;abgeschlossen;77;77;2022-01-19T07:36:21+01:00;45.329799498908294
Kantonsratsbeschluss über die Erneuerung und Erweiterung des Spitals Wattwil;2014-11-30;canton;vote;accepted;77.5781180185279;22.421881981472097;https://wab.sg.ch/vote/kantonsratsbeschluss-ueber-die-erneuerung-und-erweiterung-des-spitals-wattwil;abgeschlossen;77;77;2022-01-19T07:36:21+01:00;45.18488223056659
Erneuerungswahl Kreisgericht Rheintal: 9 nebenamtliche Richter/innen;2014-11-30;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-rheintal-7-nebenamtliche-richter-innen;abgeschlossen;13;13;2022-01-19T07:36:19+01:00;0.0
Erneuerungswahl Kreisgericht See-Gaster: Gerichtspräsident/in;2014-11-30;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-see-gaster-kreisgerichtspraesident-in;abgeschlossen;10;10;2022-07-12T15:53:32+02:00;0.0
Erneuerungswahl Kreisgericht Toggenburg: Gerichtspräsident/in;2014-11-30;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-toggenburg-kreisgerichtspraesident-in;abgeschlossen;12;12;2022-07-12T15:50:55+02:00;0.0
Erneuerungswahl Kreisgericht Wil: Gerichtspräsident/in;2014-11-30;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-wil-kreisgerichtspraesident-in;abgeschlossen;10;10;2022-07-12T15:47:44+02:00;0.0
Bundesbeschluss über die neue Finanzordnung 2021;2018-03-04;federation;vote;accepted;81.499146773114;18.500853226885994;https://wab.sg.ch/vote/bundesbeschluss-ueber-die-neue-finanzordnung-2021;abgeschlossen;78;78;2022-01-19T07:36:20+01:00;52.54240972985732
Nachtrag zum Gesetz über die Universität St.Gallen (Ausbildung von Ärztinnen und Ärzten in St.Gallen - Joint Medical Master in St.Gallen);2018-06-10;canton;vote;accepted;86.02852723835711;13.971472761642886;https://wab.sg.ch/vote/nachtrag-zum-gesetz-ueber-die-universitaet-st-gallen-ausbildung-von-arztinnen-und-arzten-in-st-gallen-joint-medical-master-in-st-gallen;abgeschlossen;77;77;2022-01-19T07:36:21+01:00;31.83445865438081
Ersatzwahl Kreisgericht Rorschach: nebenamtliche/r Richter/in;2018-06-10;none;election;;;;https://wab.sg.ch/election/wahl-am-kreisgericht-rorschach-nebenamtliche-r-richter-in;abgeschlossen;9;9;2022-01-19T07:36:19+01:00;0.0
Wahl Kreisgericht Wil: haupt-/teilamtliche/r Richter/in (1. Wahlgang);2018-06-10;none;election;;;;https://wab.sg.ch/election/wahl-am-kreisgericht-wil-hauptamtliche-r-oder-teilamtliche-r-richter-in;abgeschlossen;10;10;2022-07-11T16:56:15+02:00;28.872968349016254
Bundesbeschluss über die Velo-, Fuss- und Wanderwege;2018-09-23;federation;vote;accepted;71.41604156573166;28.58395843426834;https://wab.sg.ch/vote/bundesbeschluss-ueber-die-velo-fuss-und-wanderwege;abgeschlossen;78;78;2022-01-19T07:36:20+01:00;37.24808551174673
Volksinitiative «Für Ernährungssouveränität. Die Landwirtschaft betrifft uns alle»;2018-09-23;federation;vote;rejected;22.695023523173905;77.3049764768261;https://wab.sg.ch/vote/volksinitiative-fuer-ernaehrungssouveraenitaet-die-landwirtschaft-betrifft-uns-alle;abgeschlossen;78;78;2022-01-19T07:36:22+01:00;37.17602157588054
Ersatzwahl Kreisgericht St.Gallen: haupt-/teilamtliche/r Richter/in;2018-09-23;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-st-gallen-haupt-oder-teilamtliche-r-richter-in;abgeschlossen;9;9;2022-07-11T16:58:54+02:00;0.0
Ersatzwahl Kreisgericht Werdenberg-Sarganserland: nebenamtliche/r Richter/in;2018-09-23;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-werdenberg-sarganserland-nebenamtliche-r-richter-in;abgeschlossen;14;14;2022-01-19T07:36:19+01:00;0.0
Bauspar-Initiative;2012-03-11;federation;vote;rejected;42.816485180224774;57.183514819775226;https://wab.sg.ch/vote/bauspar-initiative;abgeschlossen;86;86;2022-01-19T07:36:20+01:00;45.14140646786741
Ersatzwahl Kreisgericht Rorschach: 2 Richter/innen (1. Wahlgang);2012-04-29;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-rorschach-haupt-oder-teilamtliche-r-richter-in-1-wahlgang;abgeschlossen;9;9;2022-07-21T11:50:01+02:00;35.682784377607376
Ersatzwahl Kreisgericht Toggenburg: Gerichtspräsident/in;2012-04-29;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-toggenburg-gerichtspraesident-in;abgeschlossen;15;15;2022-07-12T14:47:54+02:00;30.31753366781093
Ersatzwahl Kreisgericht Werdenberg-Sarganserland: Gerichtspräsident/in;2012-04-29;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-werdenberg-sarganserland-gerichtspraesident-in;abgeschlossen;14;14;2022-07-20T15:15:57+02:00;28.487783876870086
Änderung des Bundesgesetztes über die Krankenversicherung (KVG) (Managed Care);2012-06-17;federation;vote;rejected;34.35320708950081;65.64679291049919;https://wab.sg.ch/vote/anderung-vom-30-september-2011-des-bundesgesetztes-ueber-die-krankenversicherung-kvg-managed-care;abgeschlossen;86;86;2022-01-19T07:36:22+01:00;35.29820138591182
Ersatzwahl Kreisgericht Rorschach: Gerichtspräsident/in;2012-09-23;none;election;;;;https://wab.sg.ch/election/ersatzwahl-gerichtspraesident-rorschach;abgeschlossen;9;9;2022-07-20T14:59:55+02:00;41.023300123050056
Ersatzwahl Kreisgericht St.Gallen: Richter/in;2012-09-23;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-st-gallen-nebenamtliche-r-richter-in;abgeschlossen;9;9;2022-07-21T11:52:16+02:00;0.0
Ersatzwahl Kreisgericht Werdenberg-Sarganserland: Richter/in;2012-09-23;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-werdenberg-sarganserland-haupt-oder-teilamtliche-r-richter-in;abgeschlossen;14;14;2022-07-21T11:51:16+02:00;0.0
Volksinitiative «Für Ehe und Familie - gegen die Heiratsstrafe»;2016-02-28;federation;vote;accepted;52.996694121105534;47.003305878894466;https://wab.sg.ch/vote/volksinitiative-fuer-ehe-und-familie-gegen-die-heiratsstrafe;abgeschlossen;78;78;2022-01-19T07:36:22+01:00;61.72977522091657
Kantonsratswahl 2016: Wahlkreis Rorschach;2016-02-28;district;election;;;;https://wab.sg.ch/election/kantonsratswahl-2016-wahlkreis-rorschach;abgeschlossen;9;9;2022-01-19T07:36:20+01:00;43.06778861277131
Kantonsratswahl 2016: Wahlkreis See-Gaster;2016-02-28;district;election;;;;https://wab.sg.ch/election/kantonsratswahl-2016-wahlkreis-see-gaster;abgeschlossen;10;10;2022-01-19T07:36:20+01:00;44.652631100815334
Änderung des Bundesgesetzes über die medizinisch unterstützte Fortpflanzung (Fortpflanzungsmedizingesetz, FMedG);2016-06-05;federation;vote;accepted;54.51083388049901;45.48916611950099;https://wab.sg.ch/vote/anderung-des-bundesgesetzes-ueber-die-medizinisch-unterstuetzte-fortpflanzung-fortpflanzungsmedizingesetz-fmedg;abgeschlossen;78;78;2022-01-19T07:36:20+01:00;43.93384024457161
Bundesgesetz über den Nachrichtendienst (Nachrichtendienstgesetz, NDG);2016-09-25;federation;vote;accepted;65.82939902736857;34.17060097263143;https://wab.sg.ch/vote/bundesgesetz-ueber-den-nachrichtendienst-nachrichtendienstgesetz-ndg;abgeschlossen;78;78;2022-01-19T07:36:20+01:00;45.14493455828798
Ersatzwahl Kreisgericht St.Gallen: nebenamtliche/r Richter/in;2016-11-27;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-st-gallen;abgeschlossen;9;9;2022-01-20T15:43:30+01:00;39.4789764758805
Volksinitiative «Familien stärken! Steuerfreie Kinder- und Ausbildungszulagen»;2015-03-08;federation;vote;rejected;23.78311164701006;76.21688835298994;https://wab.sg.ch/vote/volksinitiative-familien-staerken-steuerfreie-kinder-und-ausbildungszulagen;abgeschlossen;78;78;2022-01-19T07:36:21+01:00;42.07565347863855
Volksinitiative «Stipendieninitiative»;2015-06-14;federation;vote;rejected;22.027392679070896;77.9726073209291;https://wab.sg.ch/vote/volksinitiative-stipendieninitiative;abgeschlossen;78;78;2022-01-19T07:36:22+01:00;42.1032050129771
Änderung des Bundesgesetzes über Radio und Fernsehen;2015-06-14;federation;vote;rejected;48.47995554020157;51.52004445979843;https://wab.sg.ch/vote/anderung-des-bundesgesetzes-ueber-radio-und-fernsehen;abgeschlossen;78;78;2022-01-19T07:36:20+01:00;42.39049880635894
Erneuerungswahl des Nationalrates;2015-10-18;federation;election;;;;https://wab.sg.ch/election/erneuerungswahl-des-nationalrates-test;abgeschlossen;78;78;2022-01-19T07:36:18+01:00;46.466479436674646
Gesetzesinitiative «Bezahlbare Krankenkassenprämien für alle! (Prämienverbilligungsinitiative)»;2015-11-15;canton;vote;rejected;36.87942037496006;63.12057962503994;https://wab.sg.ch/vote/gesetzesinitiative-bezahlbare-krankenkassenpraemien-fuer-alle-praemienverbilligungsinitiative;abgeschlossen;77;77;2022-01-19T07:36:21+01:00;37.86504115695525
Volksinitiative «Für den Schutz vor Waffengewalt»;2011-02-13;federation;vote;rejected;39.173397898906046;60.826602101093954;https://wab.sg.ch/vote/volksinitiative-fuer-den-schutz-vor-waffengewalt;abgeschlossen;86;86;2022-01-19T07:36:22+01:00;47.82940324749199
Verfassungsinitiative «Freie Schulwahl auf der Oberstufe»;2011-02-13;canton;vote;rejected;17.536618224553557;82.46338177544644;https://wab.sg.ch/vote/verfassungsinitiative-freie-schulwahl-auf-der-oberstufe;abgeschlossen;85;85;2022-01-19T07:36:21+01:00;46.49867706539454
Ersatzwahl Kreisgericht Rheintal: Richter/in;2011-02-13;none;election;;;;https://wab.sg.ch/election/ersatzwahl-richter-in;abgeschlossen;13;13;2022-07-21T11:44:07+02:00;42.4935943680191
Ersatzwahl Kreisgericht Rheintal: Richter/in;2011-10-23;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-rheintal-haupt-oder-teilamtliche-r-richter-in-2;abgeschlossen;13;13;2022-07-21T11:46:34+02:00;0.0
Ersatzwahl Kreisgericht St.Gallen: Richter/in;2011-10-23;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-st-gallen-haupt-oder-teilamtliche-r-richter-in-3;abgeschlossen;9;9;2022-07-21T11:45:49+02:00;0.0
Einheitsinitiative «Behördenlöhne vors Volk»;2020-02-09;canton;vote;rejected;46.948041593581365;53.051958406418635;https://wab.sg.ch/vote/einheitsinitiative-behoerdenloehne-vors-volk;abgeschlossen;77;77;2022-01-19T07:36:22+01:00;38.38120352402268
Erneuerungswahl der Mitglieder des Kantonsrates 2020;2020-03-08;canton;election_compound;;;;https://wab.sg.ch/elections/erneuerungswahl-der-mitglieder-des-kantonsrates-2020;abgeschlossen;8;8;2022-01-21T10:37:54+01:00;
Erneuerungswahl der Mitglieder der Regierung 2020 (1. Wahlgang);2020-03-08;canton;election;;;;https://wab.sg.ch/election/erneuerungswahl-der-mitglieder-der-regierung-2020;abgeschlossen;77;77;2022-01-19T07:36:18+01:00;34.43116616635635
Kantonsratswahl 2020: Wahlkreis Toggenburg;2020-03-08;district;election;;;;https://wab.sg.ch/election/kantonsratswahl-2020-wahlkreis-toggenburg;abgeschlossen;12;12;2022-01-19T07:36:20+01:00;37.5
Änderung des Bundesgesetzes über die direkte Bundessteuer (DBG) (Steuerliche Berücksichtigung der Kinderdrittbetreuungskosten);2020-09-27;federation;vote;rejected;32.66698783954767;67.33301216045233;https://wab.sg.ch/vote/anderung-des-bundesgesetzes-ueber-die-direkte-bundessteuer-dbg-steuerliche-beruecksichtigung-der-kinderdrittbetreuungskosten;abgeschlossen;78;78;2022-01-19T07:36:22+01:00;58.96968266569399
Volksinitiative «Für verantwortungsvolle Unternehmen – zum Schutz von Mensch und Umwelt»;2020-11-29;federation;vote;rejected;42.3208722741433;57.6791277258567;https://wab.sg.ch/vote/volksinitiative-fuer-verantwortungsvolle-unternehmen-zum-schutz-von-mensch-und-umwelt;abgeschlossen;78;78;2022-01-19T07:36:22+01:00;45.45760750078848
Erneuerungswahl Kreisgericht Rheintal: 8 haupt-/teilamtliche Richter/innen;2020-11-29;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-rheintal-8-haupt-teilamtliche-richter-innen;abgeschlossen;13;13;2022-01-19T07:36:19+01:00;0.0
Erneuerungswahl Kreisgericht See-Gaster: 6 haupt-/teilamtliche Richter/innen;2020-11-29;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-see-gaster-6-haupt-teilamtliche-richter-innen;abgeschlossen;10;10;2022-01-19T07:36:19+01:00;33.941413787054906
Erneuerungswahl Kreisgericht See-Gaster: 10 nebenamtliche Richter/innen;2020-11-29;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-see-gaster-10-nebenamtliche-richter-innen-1;abgeschlossen;10;10;2022-01-19T07:36:19+01:00;33.544553587089986
Erneuerungswahl Kreisgericht Toggenburg: 2 haupt-/teilamtliche Richter/innen;2020-11-29;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-toggenburg-2-haupt-teilamtliche-richter-innen;abgeschlossen;12;12;2022-01-19T07:36:19+01:00;0.0
Volksinitiative «Ja zur Abschaffung der Radio- und Fernsehgebühren (Abschaffung der Billag-Gebühren)»;2018-03-04;federation;vote;rejected;34.43872975834399;65.56127024165602;https://wab.sg.ch/vote/volksinitiative-ja-zur-abschaffung-der-radio-und-fernsehgebuehren-abschaffung-der-billag-gebuehren;abgeschlossen;78;78;2022-01-19T07:36:22+01:00;53.85336886371118
Ersatzwahl Kreisgericht See-Gaster: haupt-/teilamtliche/r Richter/in;2018-03-04;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-see-gaster-hauptamtliche-r-oder-teilamtliche-r-richter-in;abgeschlossen;10;10;2022-07-11T16:53:03+02:00;0.0
