Titel;Datum;Verwaltungsebene;Typ;Resultat;Ja-Stimmen;Nein-Stimmen;URL;Status;Total der Gemeinden;Ausgezählte Gemeinden;Letzte Änderung;turnout
GRB über den Beitritt zur Interkantonalen Vereinbarung über das Linthwerk;2002-09-22;canton;vote;accepted;84.55414767288684;15.445852327113158;https://wab.sg.ch/vote/grb-ueber-den-beitritt-zur-interkantonalen-vereinbarung-ueber-das-linthwerk;abgeschlossen;90;90;2022-01-19T07:36:21+01:00;38.10104560231966
Änderung des Bundesgesetzes über die obligatorische Arbeitslosenversicherung und die Insolvenzentschädigung;2002-11-24;federation;vote;accepted;61.21473359899905;38.78526640100095;https://wab.sg.ch/vote/anderung-des-bundesgesetzes-ueber-die-obligatorische-arbeitslosenversicherung-und-die-insolvenzentschaedigung;abgeschlossen;90;90;2022-01-19T07:36:20+01:00;48.23339585172109
Bundesbeschluss über die Genehmigung und die Umsetzung des Notenaustausches zwischen der Schweiz und der EU betreffend die Übernahme der Verordnung (EU) 2019/1896 über die Europäische Grenz- und Küstenwache und zur Aufhebung der Verordnungen (EU) Nr. 1052/2013 und (EU) 2016/1624 (Weiterentwicklung des Schengen-Besitzstands);2022-05-15;federation;vote;accepted;71.66011949955436;28.339880500445645;https://wab.sg.ch/vote/bundesbeschluss-ueber-die-genehmigung-und-die-umsetzung-des-notenaustausches-zwischen-der-schweiz-und-der-eu-betreffend-die-ubernahme-der-verordnung-eu-2019-1896-ueber-die-europaeische-grenz-und-kuestenwache-und-zur-aufhebung-der-verordnungen-eu-nr-1052-2013-und-eu-2016-1624-weiterentwicklung-des-schengen-besitzstands;abgeschlossen;78;78;2022-05-15T13:09:30+02:00;37.702505920514625
Erneuerungswahl Kreisgericht Werdenberg-Sarganserland: nebenamtliche Richter/in (2. Wahlgang);2021-03-07;none;election;;;;https://wab.sg.ch/election/2-wahlgang-der-erneuerungswahl-der-nebenamtlichen-richter-innen-des-kreisgerichtes-werdenberg-sarganserland;abgeschlossen;14;14;2022-07-12T16:22:00+02:00;38.455688918119044
Kantonsratsbeschluss über einen Nachtragskredit zum Sonderkredit Förderungsprogramm Energie 2021–2025;2021-06-13;canton;vote;accepted;68.78839537550755;31.211604624492452;https://wab.sg.ch/vote/kantonsratsbeschluss-ueber-einen-nachtragskredit-zum-sonderkredit-foerderungsprogramm-energie-2021-2025;abgeschlossen;77;77;2022-01-19T07:36:22+01:00;52.83946186081804
Kantonsratsbeschluss über die Gewährung von Beiträgen für die Notfallversorgung;2021-06-13;canton;vote;accepted;76.8161722263452;23.183827773654798;https://wab.sg.ch/vote/kantonsratsbeschluss-ueber-die-gewaehrung-von-beitraegen-fuer-die-notfallversorgung;abgeschlossen;77;77;2022-01-19T07:36:22+01:00;52.40780446644187
Änderung des Schweizerischen Zivilgesetzbuches (Ehe für alle);2021-09-26;federation;vote;accepted;59.30257001627657;40.69742998372343;https://wab.sg.ch/vote/anderung-vom-18-dezember-2020-des-schweizerischen-zivilgesetzbuches-ehe-fuer-alle;abgeschlossen;78;78;2022-09-29T13:42:31+02:00;51.16907105257543
Volksinitiative «Bestimmung der Bundesrichterinnen und Bundesrichter im Losverfahren (Justiz-Initiative)»;2021-11-28;federation;vote;rejected;31.822857778354436;68.17714222164557;https://wab.sg.ch/vote/volksinitiative-vom-26-august-2019-bestimmung-der-bundesrichterinnen-und-bundesrichter-im-losverfahren-justiz-initiative;abgeschlossen;78;78;2022-09-29T13:41:03+02:00;67.47622499893386
Volksinitiative «Ja zum Schutz der Kinder und  Jugendlichen vor Tabakwerbung (Kinder und Jugendliche ohne Tabakwerbung)»;2022-02-13;federation;vote;rejected;47.21111840790338;52.78888159209662;https://wab.sg.ch/vote/volksinitiative-ja-zum-schutz-der-kinder-und-jugendlichen-vor-tabakwerbung-kinder-und-jugendliche-ohne-tabakwerbung;abgeschlossen;78;78;2022-02-13T13:22:11+01:00;42.870540091222985
Ersatzwahl Kreisgericht St.Gallen: haupt-/teilamtliche/r Richter/in;2022-02-13;district;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-st-gallen-haupt-teilamtliche-r-richter-in;abgeschlossen;9;9;2022-02-13T07:34:00+01:00;0.0
Änderung des Bundesgesetzes über die Verrechnungssteuer (Verrechnungssteuergesetz, VStG) (Stärkung des Fremdkapitalmarkts);2022-09-25;federation;vote;accepted;52.979211654762125;47.020788345237875;https://wab.sg.ch/vote/anderung-des-bundesgesetzes-ueber-die-verrechnungssteuer-verrechnungssteuergesetz-vstg-staerkung-des-fremdkapitalmarkts;abgeschlossen;78;78;2022-09-27T15:54:43+02:00;50.61655064988591
Ersatzwahl Kreisgericht St.Gallen: haupt-/teilamtliche Richter/in;2022-09-25;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-wil-haupt-teilamtliche-richter-in;abgeschlossen;9;9;2022-09-25T14:23:00+02:00;0.0
Erneuerungswahl Gerichtskreis Untertoggenburg-Gossau: 16 Richter/innen;2003-02-09;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-gerichtskreis-untertoggenburg-gossau-16-richter-innen;abgeschlossen;11;11;2022-01-19T07:36:19+01:00;0.0
Bundesgesetz über die Armee und Militärverwaltung, Änderung;2003-05-18;federation;vote;accepted;72.9639783606269;27.036021639373104;https://wab.sg.ch/vote/bundesgesetz-ueber-die-armee-und-militaerverwaltung-anderung;abgeschlossen;90;90;2022-01-19T07:36:20+01:00;48.038728897715984
Volksinitiative «Gesundheit muss bezahlbar bleiben»;2003-05-18;federation;vote;rejected;20.216288750532062;79.78371124946794;https://wab.sg.ch/vote/volksinitiative-gesundheit-muss-bezahlbar-bleiben;abgeschlossen;90;90;2022-01-19T07:36:22+01:00;48.294232042370076
Volksinitiative «Gleiche Rechte für Behinderte»;2003-05-18;federation;vote;rejected;28.05674966100228;71.94325033899773;https://wab.sg.ch/vote/volksinitiative-gleiche-rechte-fuer-behinderte;abgeschlossen;90;90;2022-01-19T07:36:22+01:00;48.26285446320203
Bundesgesetz vom 16. Dezember 2005 über die Ausländerinnen und Ausländer (AuG);2006-09-24;federation;vote;accepted;75.59919287366505;24.400807126334954;https://wab.sg.ch/vote/bundesgesetz-vom-16-dezember-2005-ueber-die-auslaenderinnen-und-auslaender-aug;abgeschlossen;89;89;2022-01-19T07:36:21+01:00;48.19027573708649
Initiative «Für unsere Regionalspitäler»;2006-09-24;canton;vote;rejected;35.00507676686871;64.99492323313129;https://wab.sg.ch/vote/initiative-fuer-unsere-regionalspitaeler;abgeschlossen;89;89;2022-01-19T07:36:21+01:00;45.08325801769233
Energiegesetz (EnG);2017-05-21;federation;vote;accepted;52.22474382779726;47.77525617220274;https://wab.sg.ch/vote/energiegesetz-eng;abgeschlossen;78;78;2022-01-19T07:36:21+01:00;40.912347817418286
Bundesgesetz über die Reform der Altersvorsorge 2020;2017-09-24;federation;vote;rejected;40.81404703176007;59.18595296823993;https://wab.sg.ch/vote/bundesgesetz-ueber-die-reform-der-altersvorsorge-2020;abgeschlossen;78;78;2022-01-19T07:36:20+01:00;47.115381621513905
Änderung des Bundesgesetzes über die Alters- und Hinterlassenenversicherung (AHVG) (11. AHV-Revision);2004-05-16;federation;vote;rejected;40.21022455805065;59.78977544194935;https://wab.sg.ch/vote/anderung-des-bundesgesetzes-ueber-die-alters-und-hinterlassenenversicherung-ahvg-11-ahv-revision;abgeschlossen;90;90;2022-01-19T07:36:20+01:00;46.83315807321192
Erneuerungswahl des Nationalrates;2011-10-23;federation;election;;;;https://wab.sg.ch/election/erneuerungswahl-des-nationalrates;abgeschlossen;86;86;2022-01-19T07:36:18+01:00;46.76062216086936
Ersatzwahl Kreisgericht St.Gallen: Richter/in;2011-11-27;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-st-gallen-nebenamtliche-r-richter-in-2;abgeschlossen;9;9;2022-07-21T11:47:42+02:00;0.0
Ersatzwahl Gerichtskreis Rorschach: Gerichtspräsident/in;2002-06-02;none;election;;;;https://wab.sg.ch/election/gerichtspraesident;abgeschlossen;9;9;2022-07-25T13:33:19+02:00;27.87728483512446
Erneuerungswahl Gerichtskreis Obertoggenburg-Neutoggenburg: 12 Richter/innen;2003-02-09;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-gerichtskreis-obertoggenburg-neutoggenburg-12-richter-innen;abgeschlossen;12;12;2022-01-19T07:36:18+01:00;0.0
Erneuerungswahl Gerichtskreis Obertoggenburg-Neutoggenburg: Gerichtspräsident/in;2003-02-09;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-gerichtskreis-obertoggenburg-neutoggenburg-gerichtspraesident-in;abgeschlossen;12;12;2022-01-19T07:36:18+01:00;0.0
Erneuerungswahl Gerichtskreis Rorschach: 12 Richter/innen;2003-02-09;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-gerichtskreis-rorschach-12-richter-innen;abgeschlossen;9;9;2022-01-19T07:36:19+01:00;0.0
Erneuerungswahl Gerichtskreis St.Gallen: 20 Richter/innen;2003-02-09;none;election;;;;https://wab.sg.ch/election/wahl-der-richter-richterinnen-im-gerichtskreis-st-gallen;abgeschlossen;4;4;2022-01-19T07:36:19+01:00;21.396235406242553
Erneuerungswahl Gerichtskreis Untertoggenburg-Gossau: 3 Gerichtspräsident/innen;2003-02-09;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-gerichtskreis-untertoggenburg-gossau-3-kreisgerichtspraesident-innen;abgeschlossen;11;11;2022-01-19T07:36:19+01:00;0.0
Volksinitiative Moratorium Plus - Für die Verlängerung des Atomkraftwerkstopps und die Begrenzung des Atomrisikos;2003-05-18;federation;vote;rejected;38.016450789448804;61.983549210551196;https://wab.sg.ch/vote/volksinitiative-moratorium-plus-fuer-die-verlaengerung-des-atomkraftwerkstopps-und-die-begrenzung-des-atomrisikos;abgeschlossen;90;90;2022-01-19T07:36:22+01:00;48.03114310934569
Volksinitiative «Für ein ausreichendes Berufsbildungsangebot»;2003-05-18;federation;vote;rejected;24.6189534308735;75.3810465691265;https://wab.sg.ch/vote/volksinitiative-fuer-ein-ausreichendes-berufsbildungsangebot;abgeschlossen;90;90;2022-01-19T07:36:22+01:00;48.04114255765199
Personenfreizügigkeit Schweiz - EU: Weiterführung des Abkommens und Ausdehnung auf Bulgarien und Rumänien;2009-02-08;federation;vote;accepted;55.62432966777365;44.37567033222635;https://wab.sg.ch/vote/personenfreizuegigkeit-schweiz-eu-weiterfuehrung-des-abkommens-und-ausdehnung-auf-bulgarien-und-rumaenien;abgeschlossen;86;86;2022-01-19T07:36:22+01:00;51.2334460295209
Wasserbaugesetz;2009-05-17;canton;vote;accepted;84.58180624692304;15.418193753076963;https://wab.sg.ch/vote/wasserbaugesetz;abgeschlossen;86;86;2022-01-19T07:36:22+01:00;31.4389265885256
Ersatzwahl Kreisgericht Wil: Richter/in;2009-05-17;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-wil-nebenamtliche-r-richter-in;abgeschlossen;10;10;2022-07-21T11:37:46+02:00;0.0
Kantonsratsbeschluss über Sanierung und Erweiterung der Kantonsschule Heerbrugg;2009-09-27;canton;vote;accepted;72.27793999407558;27.72206000592442;https://wab.sg.ch/vote/kantonsratsbeschluss-ueber-sanierung-und-erweiterung-der-kantonsschule-heerbrugg;abgeschlossen;86;86;2022-01-19T07:36:21+01:00;40.38231420759548
Bundesbeschluss zur Schaffung einer Spezialfinanzierung für Aufgaben im Luftverkehr;2009-11-29;federation;vote;accepted;63.46151317951752;36.53848682048248;https://wab.sg.ch/vote/bundesbeschluss-zur-schaffung-einer-spezialfinanzierung-fuer-aufgaben-im-luftverkehr;abgeschlossen;86;86;2022-01-19T07:36:20+01:00;51.55449567214273
Volksinititiative Erleichterte Einbürgerung von Personen der dritten Ausländergeneration;2017-02-12;federation;vote;rejected;49.82587222187045;50.17412777812955;https://wab.sg.ch/vote/volksinititiative-erleichterte-einbuergerung-von-personen-der-dritten-auslaendergeneration;abgeschlossen;78;78;2022-01-19T07:36:22+01:00;44.50687790739394
Ersatzwahl Kreisgericht Rheintal: haupt-/teilamtliche/r Richter/in;2017-09-24;none;election;;;;https://wab.sg.ch/election/wahl-am-kreisgericht-rheintal-hauptamtliche-r-oder-teilamtliche-r-richter-in;abgeschlossen;13;13;2022-07-12T11:14:06+02:00;40.8183890756105
Ersatzwahl Kreisgericht See-Gaster: Gerichtspräsident/in;2017-09-24;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-see-gaster-kreisgerichtspraesident-in;abgeschlossen;10;10;2022-07-12T11:15:40+02:00;0.0
Erneuerungswahl der Mitglieder der Regierung (1. Wahlgang);2004-03-14;canton;election;;;;https://wab.sg.ch/election/erneuerungswahl-der-mitglieder-der-regierung-1-wahlgang-1;abgeschlossen;90;90;2022-08-17T15:09:06+02:00;35.977642333119476
Bundesbeschluss über eine neue Finanzordnung;2004-11-28;federation;vote;accepted;69.86560138734052;30.13439861265948;https://wab.sg.ch/vote/bundesbeschluss-ueber-eine-neue-finanzordnung;abgeschlossen;90;90;2022-01-19T07:36:20+01:00;33.57475144287709
Bundesgesetz über die Forschung an embryonalen Stammzellen (Stammzellenforschungsgesetz, StFG);2004-11-28;federation;vote;accepted;59.395080092690975;40.604919907309025;https://wab.sg.ch/vote/bundesgesetz-ueber-die-forschung-an-embryonalen-stammzellen-stammzellenforschungsgesetz-stfg;abgeschlossen;90;90;2022-01-19T07:36:20+01:00;34.05599489404111
Bundesbeschluss über die Genehmigung und Umsetzung der bilateralen Abkommen zwischen der Schweiz und der EU über die Assoziierung an Schengen und an Dublin;2005-06-05;federation;vote;rejected;46.941755984059014;53.058244015940986;https://wab.sg.ch/vote/bundesbeschluss-ueber-die-genehmigung-und-umsetzung-der-bilateralen-abkommen-zwischen-der-schweiz-und-der-eu-ueber-die-assoziierung-an-schengen-und-an-dublin;abgeschlossen;89;89;2022-01-19T07:36:20+01:00;55.22803795531068
Bundesbeschluss über die Volksinitiative «für Lebensmittel aus gentechnikfreier Landwirtschaft»;2005-11-27;federation;vote;accepted;51.655845789924;48.344154210076;https://wab.sg.ch/vote/bundesbeschluss-ueber-die-volksinitiative-fuer-lebensmittel-aus-gentechnikfreier-landwirtschaft;abgeschlossen;89;89;2022-01-19T07:36:20+01:00;40.56758046986887
Kantonsratsbeschluss über den Neubau der Institute für Pathologie und für Rechtsmedizin am Kantonsspital St. Gallen;2007-09-23;canton;vote;accepted;83.897218919378;16.102781080621995;https://wab.sg.ch/vote/kantonsratsbeschluss-ueber-den-neubau-der-institute-fuer-pathologie-und-fuer-rechtsmedizin-am-kantonsspital-st-gallen;abgeschlossen;88;88;2022-01-19T07:36:21+01:00;22.348721784063095
Intitiative «Steuergerechtigkeit für Familien!»;2007-09-23;canton;vote;rejected;31.328262684352097;68.6717373156479;https://wab.sg.ch/vote/intitiative-steuergerechtigkeit-fuer-familien;abgeschlossen;88;88;2022-01-19T07:36:21+01:00;22.360960021756867
Bundesbeschluss über die Familienpolitik;2013-03-03;federation;vote;rejected;42.84697978701558;57.15302021298442;https://wab.sg.ch/vote/bundesbeschluss-ueber-die-familienpolitik;abgeschlossen;78;78;2022-01-19T07:36:20+01:00;43.906608470037895
Ersatzwahl Kreisgericht St.Gallen: Richter/in;2013-03-03;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-st-gallen-haupt-oder-teilamtliche-r-richterin;abgeschlossen;9;9;2022-07-21T11:54:16+02:00;0.0
Änderung vom 16. Dezember 2005 des Asylgesetzes (AsylG);2006-09-24;federation;vote;accepted;75.49219423024395;24.507805769756047;https://wab.sg.ch/vote/anderung-vom-16-dezember-2005-des-asylgesetzes-asylg;abgeschlossen;89;89;2022-01-19T07:36:20+01:00;48.30660914999277
II. Nachtrag zum Steuergesetz;2006-09-24;canton;vote;accepted;75.80228292207741;24.19771707792259;https://wab.sg.ch/vote/ii-nachtrag-zum-steuergesetz;abgeschlossen;89;89;2022-01-19T07:36:21+01:00;44.56529181387451
Erweiterung Haus 24 Kantonsspital St.Gallen;2010-03-07;canton;vote;accepted;78.10402543442058;21.895974565579422;https://wab.sg.ch/vote/erweiterung-haus-24-kantonsspital-st-gallen;abgeschlossen;85;85;2022-01-19T07:36:21+01:00;40.21947837217985
Ersatzwahl Gerichtskreis Untertoggenburg-Gossau: 2 Richter/innen;2008-02-24;none;election;;;;https://wab.sg.ch/election/ersatzwahl-gerichtskreis-untertoggenburg-gossau-richter-in-1;abgeschlossen;11;11;2022-01-19T07:36:19+01:00;0.0
Kantonsratswahl 2008: Wahlkreis Sarganserland;2008-03-16;district;election;;;;https://wab.sg.ch/election/kantonsratswahl-2008-wahlkreis-sarganserland;abgeschlossen;8;8;2022-01-19T07:36:19+01:00;35.12421052631579
Kantonsratsbeschluss über Erwerb sowie Neu- und Umbau von Liegenschaften am Oberen Graben und an der Frontgartenstrasse in St. Gallen;2008-06-01;canton;vote;accepted;70.97531630831328;29.024683691686718;https://wab.sg.ch/vote/kantonsratsbeschluss-ueber-erwerb-sowie-neu-und-umbau-von-liegenschaften-am-oberen-graben-und-an-der-frontgartenstrasse-in-st-gallen;abgeschlossen;88;88;2022-01-19T07:36:21+01:00;36.03625847694103
IV. Nachtrag zum Gerichtsgesetz;2008-06-01;canton;vote;accepted;64.27096812430237;35.72903187569763;https://wab.sg.ch/vote/iv-nachtrag-zum-gerichtsgesetz;abgeschlossen;88;88;2022-01-19T07:36:21+01:00;35.86951007085962
Fachhochschulzentrum Bahnhof Nord in St. Gallen;2008-09-28;canton;vote;accepted;81.33461158561384;18.665388414386157;https://wab.sg.ch/vote/fachhochschulzentrum-bahnhof-nord-in-st-gallen;abgeschlossen;88;88;2022-01-19T07:36:20+01:00;35.3056833358065
Erneuerungswahl Kreisgericht St.Gallen: 32 Richter/innen (1.Wahlgang);2008-11-30;none;election;;;;https://wab.sg.ch/election/richter-innen-kreisgericht-st-gallen;abgeschlossen;9;9;2022-07-22T11:45:13+02:00;33.485637039540386
Erneuerungswahl Kreisgericht Toggenburg: 14 Richter/innen;2008-11-30;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-toggenburg-14-richter-innen;abgeschlossen;13;13;2022-01-19T07:36:19+01:00;0.0
Volksinitiative «Für eine Schweiz ohne synthetische Pestizide»;2021-06-13;federation;vote;rejected;36.744035343067424;63.255964656932576;https://wab.sg.ch/vote/volksinitiative-fuer-eine-schweiz-ohne-synthetische-pestizide;abgeschlossen;78;78;2022-01-19T07:36:22+01:00;59.77537907835762
Kantonsratsbeschluss über die Erhöhung des Eigenkapitals der Spitalregion Fürstenland Toggenburg in Form einer Bareinlage und einer Umwandlung von Kontokorrent-Darlehen;2021-06-13;canton;vote;accepted;65.25361240831533;34.746387591684666;https://wab.sg.ch/vote/kantonsratsbeschluss-ueber-die-erhoehung-des-eigenkapitals-der-spitalregion-fuerstenland-toggenburg-in-form-einer-bareinlage-und-einer-umwandlung-von-kontokorrent-darlehen;abgeschlossen;77;77;2022-01-19T07:36:22+01:00;52.05737800404895
Volksinitiative «Löhne entlasten, Kapital gerecht besteuern»;2021-09-26;federation;vote;rejected;30.854581661175693;69.1454183388243;https://wab.sg.ch/vote/volksinitiative-vom-2-april-2019-loehne-entlasten-kapital-gerecht-besteuern;abgeschlossen;78;78;2022-09-29T13:41:56+02:00;50.65121113383585
Volksinitiative «Keine Massentierhaltung in der Schweiz (Massentierhaltungsinitiative)»;2022-09-25;federation;vote;rejected;33.54314684776886;66.45685315223113;https://wab.sg.ch/vote/volksinitiative-keine-massentierhaltung-in-der-schweiz-massentierhaltungsinitiative;abgeschlossen;78;78;2022-09-27T15:54:42+02:00;51.50266227449459
Änderung des Bundesgesetzes über die Alters- und Hinterlassenenversicherung (AHVG) (AHV 21);2022-09-25;federation;vote;accepted;57.74003569303986;42.25996430696014;https://wab.sg.ch/vote/anderung-des-bundesgesetzes-ueber-die-alters-und-hinterlassenenversicherung-ahvg-ahv-21;abgeschlossen;78;78;2022-09-27T15:54:42+02:00;51.3235610535152
Kantonsratsbeschluss über einen Sonderkredit für die Arealentwicklung Wil West;2022-09-25;canton;vote;rejected;47.41883596967664;52.58116403032336;https://wab.sg.ch/vote/kantonsratsbeschluss-ueber-einen-sonderkredit-fuer-die-arealentwicklung-wil-west;abgeschlossen;77;77;2022-09-27T15:54:43+02:00;45.48171094214462
Ersatzwahl Gerichtskreis Rorschach: Richter/in;2002-06-02;none;election;;;;https://wab.sg.ch/election/richter;abgeschlossen;9;9;2022-07-25T13:30:01+02:00;27.59254156333241
GRB über die Schaffung von Spitalverbunden;2002-09-22;canton;vote;accepted;84.25848276122004;15.741517238779963;https://wab.sg.ch/vote/grb-ueber-die-schaffung-von-spitalverbunden;abgeschlossen;90;90;2022-01-19T07:36:21+01:00;38.27115367718127
Volksinitiative «Gegen Asylrechtsmissbrauch»;2002-11-24;federation;vote;accepted;60.87107151695125;39.12892848304875;https://wab.sg.ch/vote/volksinitiative-gegen-asylrechtsmissbrauch;abgeschlossen;90;90;2022-01-19T07:36:22+01:00;48.96844660194174
Erneuerungswahl Kreisgericht St.Gallen: 2 nebenamtliche Richter/innen (2. Wahlgang);2021-03-07;none;election;;;;https://wab.sg.ch/election/2-wahlgang-der-erneuerungswahl-der-nebenamtlichen-richter-innen-des-kreisgerichtes-st-gallen;abgeschlossen;9;9;2022-07-12T16:21:44+02:00;40.82307599983997
Bundesgesetz über die Verminderung von Treibhausgasemissionen (CO2-Gesetz);2021-06-13;federation;vote;rejected;42.87999669725149;57.12000330274851;https://wab.sg.ch/vote/bundesgesetz-ueber-die-verminderung-von-treibhausgasemissionen-co2-gesetz;abgeschlossen;78;78;2022-01-19T07:36:22+01:00;59.58687104156037
Bundesgesetz über polizeiliche Massnahmen zur Bekämpfung von Terrorismus (PMT);2021-06-13;federation;vote;accepted;56.479509199897926;43.520490800102074;https://wab.sg.ch/vote/bundesgesetz-ueber-polizeiliche-massnahmen-zur-bekaempfung-von-terrorismus-pmt;abgeschlossen;78;78;2022-01-19T07:36:22+01:00;59.4503020100395
Gesetz über die wirtschaftliche Unterstützung von Unternehmen in Zusammenhang mit der Covid-19-Epidemie;2021-09-26;canton;vote;accepted;69.00548159749412;30.994518402505875;https://wab.sg.ch/vote/gesetz-ueber-die-wirtschaftliche-unterstuetzung-von-unternehmen-in-zusammenhang-mit-der-covid-19-epidemie;abgeschlossen;77;77;2022-01-19T07:36:22+01:00;49.13870576479534
Ersatzwahl Kreisgericht Rheintal: 2 haupt-/teilamtliche Richter/innen;2021-09-26;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-rheintal-2-haupt-teilamtliche-richter-innen;abgeschlossen;13;13;2022-07-11T15:50:15+02:00;0.0
Volksinitiative «Für eine starke Pflege (Pflegeinitiative)»;2021-11-28;federation;vote;accepted;56.74850080872977;43.25149919127023;https://wab.sg.ch/vote/volksinitiative-vom-7-november-2017-fuer-eine-starke-pflege-pflegeinitiative;abgeschlossen;78;78;2022-09-29T13:38:17+02:00;68.2657804475366
Bundesbeschluss über die Änderungen der Volksrechte;2003-02-09;federation;vote;accepted;69.41012233501917;30.589877664980833;https://wab.sg.ch/vote/bundesbeschluss-ueber-die-anderungen-der-volksrechte;abgeschlossen;90;90;2022-01-19T07:36:20+01:00;28.474133234018197
Gesetz über Gewässerunterhalt und Wasserbau;2003-02-09;canton;vote;rejected;49.575124554260135;50.424875445739865;https://wab.sg.ch/vote/gesetz-ueber-gewaesserunterhalt-und-wasserbau;abgeschlossen;90;90;2022-01-19T07:36:21+01:00;28.047341008675915
Erneuerungswahl Gerichtskreis Rorschach: 2 Gerichtspräsident/innen;2003-02-09;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-gerichtskreis-rorschach-2-gerichtspraesident-innen;abgeschlossen;9;9;2022-01-19T07:36:19+01:00;0.0
Volksinitiative «Ja zu fairen Mieten»;2003-05-18;federation;vote;rejected;25.104063573383012;74.89593642661698;https://wab.sg.ch/vote/volksinitiative-ja-zu-fairen-mieten;abgeschlossen;90;90;2022-01-19T07:36:22+01:00;48.07907149950347
Volksinitiative «Ein autofreier Sonntag pro Jahreszeit»;2003-05-18;federation;vote;rejected;36.31101320957819;63.68898679042181;https://wab.sg.ch/vote/volksinitiative-ein-autofreier-sonntag-pro-jahreszeit;abgeschlossen;90;90;2022-01-19T07:36:21+01:00;48.55007999558645
Erneuerungswahl der st.gallischen Mitglieder des Ständerates;2003-10-19;canton;election;;;;https://wab.sg.ch/election/erneuerungswahl-der-st-gallischen-mitglieder-des-staenderates;abgeschlossen;90;90;2022-08-17T14:50:07+02:00;42.572925294164925
Ersatzwahl Kreisgericht Rorschach: Gerichtspräsident/in;2010-06-13;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-rorschach-kreisgerichtspraesident-in;abgeschlossen;9;9;2022-07-12T14:45:12+02:00;0.0
Revision des Arbeitslosenversicherungsgesetzes;2010-09-26;federation;vote;accepted;60.05005435194782;39.94994564805218;https://wab.sg.ch/vote/revision-des-arbeitslosenversicherungsgesetzes;abgeschlossen;86;86;2022-01-19T07:36:21+01:00;38.902560972442274
Ersatzwahl Kreisgericht St.Gallen: Richter/in;2010-09-26;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-st-gallen-nebenamtliche-r-richter-in-3;abgeschlossen;9;9;2022-07-21T11:42:54+02:00;0.0
«Für faire Steuern. Stopp dem Missbrauch beim Steuerwettbewerb (Steuergerechtigkeits-Initiative)»;2010-11-28;federation;vote;rejected;39.51479148141842;60.48520851858158;https://wab.sg.ch/vote/fuer-faire-steuern-stopp-dem-missbrauch-beim-steuerwettbewerb-steuergerechtigkeits-initiative;abgeschlossen;86;86;2022-01-19T07:36:21+01:00;52.63265273077609
Änderung des Obligationenrechts (Miete);2004-02-08;federation;vote;rejected;41.784892080351725;58.215107919648275;https://wab.sg.ch/vote/anderung-des-obligationenrechts-miete;abgeschlossen;90;90;2022-01-19T07:36:20+01:00;42.10437872095256
Bundesbeschluss über den Bürgerrechtserwerb von Ausländerinnen und Ausländern der dritten Generation;2004-09-26;federation;vote;rejected;36.83531233866804;63.16468766133196;https://wab.sg.ch/vote/bundesbeschluss-ueber-den-buergerrechtserwerb-von-auslaenderinnen-und-auslaendern-der-dritten-generation;abgeschlossen;90;90;2022-01-19T07:36:20+01:00;54.45736036793297
Änderung des Erwerbsersatzgesetzes (für Dienstleistende und bei Mutterschaft);2004-09-26;federation;vote;rejected;41.455199167376286;58.544800832623714;https://wab.sg.ch/vote/anderung-des-erwerbsersatzgesetzes-fuer-dienstleistende-und-bei-mutterschaft;abgeschlossen;90;90;2022-01-19T07:36:20+01:00;54.43856735756607
Bürgerrechtsgesetz;2004-11-28;canton;vote;rejected;45.89218733254742;54.10781266745258;https://wab.sg.ch/vote/buergerrechtsgesetz;abgeschlossen;90;90;2022-01-19T07:36:20+01:00;32.82629212235608
Volksinitiative «Energie- statt Mehrwertsteuer»;2015-03-08;federation;vote;rejected;7.335595776772247;92.66440422322775;https://wab.sg.ch/vote/volksinitiative-energie-statt-mehrwertsteuer;abgeschlossen;78;78;2022-01-19T07:36:21+01:00;42.046908315565034
Erneuerungswahl der st.gallischen Mitglieder des Ständerates (1. Wahlgang);2015-10-18;canton;election;;;;https://wab.sg.ch/election/erneuerungswahl-der-st-gallischen-mitglieder-des-staenderates-2015;abgeschlossen;77;77;2022-07-25T10:47:41+02:00;49.37425573505291
Ersatzwahl Kreisgericht Rheintal: haupt-/teilamtliche/r Richter/in;2015-11-15;none;election;;;;https://wab.sg.ch/election/ersatzwahl-richter-in-kreisgericht-rheintal;abgeschlossen;13;13;2022-07-12T11:25:10+02:00;35.32609997365333
