Datum;Bezeichnung;Standort;Arbeitstag;Wochentag;Tag Nr;Kennzahl;Anzahl Velos
2012-01-01;Oberstrasse 149;47.414179,9.356962;Wochenende;Sonntag;7;Tagesverkehr;86
2012-01-01;Vadianstrasse 8;47.422903,9.372979;Wochenende;Sonntag;7;Tagesverkehr;213
2012-01-02;Vadianstrasse 8;47.422903,9.372979;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";479
2012-01-03;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";218
2012-01-04;Vadianstrasse 8;47.422903,9.372979;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";698
2012-01-05;Vadianstrasse 8;47.422903,9.372979;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";532
2012-01-06;Oberstrasse 149;47.414179,9.356962;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";114
2012-01-12;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";242
2012-01-15;Vadianstrasse 8;47.422903,9.372979;Wochenende;Sonntag;7;Tagesverkehr;94
2012-01-16;Museumstrasse;47.427214,9.379645;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";168
2012-01-17;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";219
2012-01-19;Oberstrasse 149;47.414179,9.356962;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";233
2012-01-20;Museumstrasse;47.427214,9.379645;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";101
2012-01-21;Museumstrasse;47.427214,9.379645;Wochenende;Samstag;6;Tagesverkehr;56
2012-01-22;Rosenbergstrasse Veloweg;47.421245,9.359067;Wochenende;Sonntag;7;Tagesverkehr;54
2012-01-27;Museumstrasse;47.427214,9.379645;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";140
2012-01-27;Vadianstrasse 8;47.422903,9.372979;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";245
2012-01-28;Vadianstrasse 8;47.422903,9.372979;Wochenende;Samstag;6;Tagesverkehr;250
2012-01-31;Oberstrasse 149;47.414179,9.356962;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";114
2012-01-31;Vadianstrasse 8;47.422903,9.372979;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";433
2012-02-01;Vadianstrasse 8;47.422903,9.372979;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";524
2012-02-02;Oberstrasse 149;47.414179,9.356962;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";90
2012-02-03;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";55
2012-02-05;Rosenbergstrasse Veloweg;47.421245,9.359067;Wochenende;Sonntag;7;Tagesverkehr;11
2012-02-06;Oberstrasse 149;47.414179,9.356962;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";92
2012-02-06;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";71
2012-02-06;Vadianstrasse 8;47.422903,9.372979;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";305
2012-02-09;Oberstrasse 149;47.414179,9.356962;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";65
2012-02-10;Museumstrasse;47.427214,9.379645;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";29
2012-02-10;Oberstrasse 149;47.414179,9.356962;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";56
2012-02-11;Vadianstrasse 8;47.422903,9.372979;Wochenende;Samstag;6;Tagesverkehr;264
2012-02-12;Vadianstrasse 8;47.422903,9.372979;Wochenende;Sonntag;7;Tagesverkehr;106
2012-02-13;Oberstrasse 149;47.414179,9.356962;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";74
2012-02-15;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";58
2012-02-16;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";81
2012-02-17;Museumstrasse;47.427214,9.379645;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";75
2012-02-17;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";110
2012-02-17;Vadianstrasse 8;47.422903,9.372979;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";462
2012-02-18;Museumstrasse;47.427214,9.379645;Wochenende;Samstag;6;Tagesverkehr;46
2012-02-18;Rosenbergstrasse Veloweg;47.421245,9.359067;Wochenende;Samstag;6;Tagesverkehr;52
2012-02-19;Oberstrasse 149;47.414179,9.356962;Wochenende;Sonntag;7;Tagesverkehr;18
2012-02-20;Vadianstrasse 8;47.422903,9.372979;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";191
2012-02-23;Vadianstrasse 8;47.422903,9.372979;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";239
2012-02-24;Oberstrasse 149;47.414179,9.356962;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";225
2012-02-24;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";212
2012-02-27;Museumstrasse;47.427214,9.379645;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";177
2012-02-27;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";190
2012-02-28;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";251
2012-02-29;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";284
2012-03-01;Oberstrasse 149;47.414179,9.356962;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";413
2012-03-04;Museumstrasse;47.427214,9.379645;Wochenende;Sonntag;7;Tagesverkehr;67
2012-03-07;Museumstrasse;47.427214,9.379645;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";285
2012-03-07;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";281
2012-03-10;Rosenbergstrasse Veloweg;47.421245,9.359067;Wochenende;Samstag;6;Tagesverkehr;221
2012-03-10;Vadianstrasse 8;47.422903,9.372979;Wochenende;Samstag;6;Tagesverkehr;272
2012-03-12;Oberstrasse 149;47.414179,9.356962;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";432
2012-03-13;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";359
2012-03-14;Vadianstrasse 8;47.422903,9.372979;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";333
2012-03-15;Oberstrasse 149;47.414179,9.356962;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";565
2012-03-15;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";421
2012-03-16;Museumstrasse;47.427214,9.379645;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";388
2012-03-16;Oberstrasse 149;47.414179,9.356962;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";606
2012-03-17;Museumstrasse;47.427214,9.379645;Wochenende;Samstag;6;Tagesverkehr;263
2012-03-17;Oberstrasse 149;47.414179,9.356962;Wochenende;Samstag;6;Tagesverkehr;426
2012-03-21;Museumstrasse;47.427214,9.379645;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";418
2012-03-22;Vadianstrasse 8;47.422903,9.372979;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";826
2012-03-23;Oberstrasse 149;47.414179,9.356962;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";629
2012-03-23;Vadianstrasse 8;47.422903,9.372979;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";894
2012-03-24;Museumstrasse;47.427214,9.379645;Wochenende;Samstag;6;Tagesverkehr;289
2012-03-25;Museumstrasse;47.427214,9.379645;Wochenende;Sonntag;7;Tagesverkehr;195
2012-03-25;Oberstrasse 149;47.414179,9.356962;Wochenende;Sonntag;7;Tagesverkehr;450
2012-03-25;Rosenbergstrasse Veloweg;47.421245,9.359067;Wochenende;Sonntag;7;Tagesverkehr;366
2012-03-25;Vadianstrasse 8;47.422903,9.372979;Wochenende;Sonntag;7;Tagesverkehr;315
2012-03-26;Oberstrasse 149;47.414179,9.356962;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";662
2012-03-26;Vadianstrasse 8;47.422903,9.372979;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";308
2012-03-27;Museumstrasse;47.427214,9.379645;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";497
2012-03-27;Oberstrasse 149;47.414179,9.356962;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";693
2012-03-27;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";527
2012-03-28;Oberstrasse 149;47.414179,9.356962;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";810
2012-03-30;Vadianstrasse 8;47.422903,9.372979;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";537
2012-03-31;Vadianstrasse 8;47.422903,9.372979;Wochenende;Samstag;6;Tagesverkehr;658
2012-04-02;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";428
2012-04-02;Vadianstrasse 8;47.422903,9.372979;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";466
2012-04-03;Museumstrasse;47.427214,9.379645;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";393
2012-04-04;Oberstrasse 149;47.414179,9.356962;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";508
2012-04-05;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";240
2012-04-06;Oberstrasse 149;47.414179,9.356962;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";127
2012-04-06;Vadianstrasse 8;47.422903,9.372979;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";1017
2012-04-07;Oberstrasse 149;47.414179,9.356962;Wochenende;Samstag;6;Tagesverkehr;99
2012-04-07;Vadianstrasse 8;47.422903,9.372979;Wochenende;Samstag;6;Tagesverkehr;897
2012-04-08;Museumstrasse;47.427214,9.379645;Wochenende;Sonntag;7;Tagesverkehr;14
2012-04-08;Rosenbergstrasse Veloweg;47.421245,9.359067;Wochenende;Sonntag;7;Tagesverkehr;45
2012-04-09;Vadianstrasse 8;47.422903,9.372979;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";226
2012-04-10;Museumstrasse;47.427214,9.379645;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";349
2012-04-10;Oberstrasse 149;47.414179,9.356962;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";571
2012-04-11;Vadianstrasse 8;47.422903,9.372979;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";1082
2012-04-13;Oberstrasse 149;47.414179,9.356962;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";258
2012-04-13;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";258
2012-04-14;Rosenbergstrasse Veloweg;47.421245,9.359067;Wochenende;Samstag;6;Tagesverkehr;175
2012-04-15;Rosenbergstrasse Veloweg;47.421245,9.359067;Wochenende;Sonntag;7;Tagesverkehr;83
2012-04-15;Vadianstrasse 8;47.422903,9.372979;Wochenende;Sonntag;7;Tagesverkehr;552
2012-04-16;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";111
2012-04-17;Vadianstrasse 8;47.422903,9.372979;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";1230
2012-04-22;Rosenbergstrasse Veloweg;47.421245,9.359067;Wochenende;Sonntag;7;Tagesverkehr;119
2012-04-25;Museumstrasse;47.427214,9.379645;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";488
2012-04-28;Rosenbergstrasse Veloweg;47.421245,9.359067;Wochenende;Samstag;6;Tagesverkehr;565
2012-04-29;Rosenbergstrasse Veloweg;47.421245,9.359067;Wochenende;Sonntag;7;Tagesverkehr;349
2012-04-30;Vadianstrasse 8;47.422903,9.372979;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";132
2012-05-01;Oberstrasse 149;47.414179,9.356962;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";827
2012-05-01;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";529
2012-05-02;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";496
2012-05-04;Vadianstrasse 8;47.422903,9.372979;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";650
2012-05-05;Oberstrasse 149;47.414179,9.356962;Wochenende;Samstag;6;Tagesverkehr;226
2012-05-06;Rosenbergstrasse Veloweg;47.421245,9.359067;Wochenende;Sonntag;7;Tagesverkehr;112
2012-05-07;Vadianstrasse 8;47.422903,9.372979;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";203
2012-05-08;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";600
2012-05-08;Vadianstrasse 8;47.422903,9.372979;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";549
2012-05-11;Oberstrasse 149;47.414179,9.356962;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";967
2012-05-11;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";642
2012-05-13;Oberstrasse 149;47.414179,9.356962;Wochenende;Sonntag;7;Tagesverkehr;277
2012-05-15;Oberstrasse 149;47.414179,9.356962;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";607
2012-05-17;Vadianstrasse 8;47.422903,9.372979;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";1324
2012-05-18;Museumstrasse;47.427214,9.379645;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";340
2012-05-19;Rosenbergstrasse Veloweg;47.421245,9.359067;Wochenende;Samstag;6;Tagesverkehr;449
2012-05-20;Vadianstrasse 8;47.422903,9.372979;Wochenende;Sonntag;7;Tagesverkehr;554
2012-05-21;Vadianstrasse 8;47.422903,9.372979;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";1016
2012-05-22;Oberstrasse 149;47.414179,9.356962;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";742
2012-05-22;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";489
2012-05-24;Oberstrasse 149;47.414179,9.356962;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";893
2012-05-25;Museumstrasse;47.427214,9.379645;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";597
2012-05-26;Museumstrasse;47.427214,9.379645;Wochenende;Samstag;6;Tagesverkehr;344
2012-05-26;Rosenbergstrasse Veloweg;47.421245,9.359067;Wochenende;Samstag;6;Tagesverkehr;445
2012-05-27;Museumstrasse;47.427214,9.379645;Wochenende;Sonntag;7;Tagesverkehr;222
2012-05-29;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";616
2012-05-30;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";592
2012-06-03;Oberstrasse 149;47.414179,9.356962;Wochenende;Sonntag;7;Tagesverkehr;246
2012-06-03;Rosenbergstrasse Veloweg;47.421245,9.359067;Wochenende;Sonntag;7;Tagesverkehr;174
2012-06-04;Museumstrasse;47.427214,9.379645;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";268
2012-06-05;Museumstrasse;47.427214,9.379645;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";497
2012-06-05;Oberstrasse 149;47.414179,9.356962;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";766
2012-06-05;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";495
2012-06-07;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";589
2012-06-09;Rosenbergstrasse Veloweg;47.421245,9.359067;Wochenende;Samstag;6;Tagesverkehr;319
2012-06-10;Museumstrasse;47.427214,9.379645;Wochenende;Sonntag;7;Tagesverkehr;140
2012-06-12;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";184
2012-06-13;Museumstrasse;47.427214,9.379645;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";358
2012-06-13;Vadianstrasse 8;47.422903,9.372979;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";1001
2012-06-15;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";596
2012-06-15;Vadianstrasse 8;47.422903,9.372979;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";1645
2012-06-16;Museumstrasse;47.427214,9.379645;Wochenende;Samstag;6;Tagesverkehr;386
2012-06-17;Vadianstrasse 8;47.422903,9.372979;Wochenende;Sonntag;7;Tagesverkehr;651
2012-06-18;Vadianstrasse 8;47.422903,9.372979;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";613
2012-06-19;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";624
2012-06-22;Oberstrasse 149;47.414179,9.356962;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";752
2012-06-22;Vadianstrasse 8;47.422903,9.372979;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";1325
2012-06-23;Oberstrasse 149;47.414179,9.356962;Wochenende;Samstag;6;Tagesverkehr;711
2012-06-26;Museumstrasse;47.427214,9.379645;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";571
2012-06-27;Museumstrasse;47.427214,9.379645;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";705
2012-06-28;Museumstrasse;47.427214,9.379645;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";631
2012-06-28;Vadianstrasse 8;47.422903,9.372979;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";1410
2012-06-29;Museumstrasse;47.427214,9.379645;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";524
2012-06-29;Vadianstrasse 8;47.422903,9.372979;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";1034
2012-06-30;Oberstrasse 149;47.414179,9.356962;Wochenende;Samstag;6;Tagesverkehr;525
2012-07-02;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";340
2012-07-03;Museumstrasse;47.427214,9.379645;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";459
2012-07-03;Oberstrasse 149;47.414179,9.356962;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";680
2012-07-03;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";411
2012-07-05;Museumstrasse;47.427214,9.379645;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";601
2012-07-06;Museumstrasse;47.427214,9.379645;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";384
2012-07-06;Vadianstrasse 8;47.422903,9.372979;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";1736
2012-07-07;Rosenbergstrasse Veloweg;47.421245,9.359067;Wochenende;Samstag;6;Tagesverkehr;358
2012-07-08;Museumstrasse;47.427214,9.379645;Wochenende;Sonntag;7;Tagesverkehr;171
2012-07-09;Vadianstrasse 8;47.422903,9.372979;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";1161
2012-07-10;Museumstrasse;47.427214,9.379645;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";457
2012-07-10;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";472
2012-07-12;Oberstrasse 149;47.414179,9.356962;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";600
2012-07-12;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";453
2012-07-17;Oberstrasse 149;47.414179,9.356962;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";795
2012-07-17;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";433
2012-07-19;Museumstrasse;47.427214,9.379645;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";411
2012-07-20;Museumstrasse;47.427214,9.379645;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";275
2012-07-21;Museumstrasse;47.427214,9.379645;Wochenende;Samstag;6;Tagesverkehr;146
2012-07-22;Oberstrasse 149;47.414179,9.356962;Wochenende;Sonntag;7;Tagesverkehr;305
2012-07-22;Vadianstrasse 8;47.422903,9.372979;Wochenende;Sonntag;7;Tagesverkehr;489
2012-07-23;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";476
2012-07-25;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";419
2012-07-27;Museumstrasse;47.427214,9.379645;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";317
2012-07-28;Museumstrasse;47.427214,9.379645;Wochenende;Samstag;6;Tagesverkehr;214
2012-07-30;Museumstrasse;47.427214,9.379645;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";367
2012-07-30;Vadianstrasse 8;47.422903,9.372979;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";868
2012-07-31;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";565
2012-08-01;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";345
2012-08-03;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";442
2012-08-03;Vadianstrasse 8;47.422903,9.372979;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";1148
2012-08-05;Vadianstrasse 8;47.422903,9.372979;Wochenende;Sonntag;7;Tagesverkehr;386
2012-08-06;Museumstrasse;47.427214,9.379645;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";245
2012-08-07;Oberstrasse 149;47.414179,9.356962;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";895
2012-08-08;Oberstrasse 149;47.414179,9.356962;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";998
2012-08-08;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";547
2012-08-08;Vadianstrasse 8;47.422903,9.372979;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";1184
2012-08-09;Oberstrasse 149;47.414179,9.356962;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";972
2012-08-10;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";529
2012-08-12;Oberstrasse 149;47.414179,9.356962;Wochenende;Sonntag;7;Tagesverkehr;582
2012-08-14;Museumstrasse;47.427214,9.379645;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";613
2012-08-15;Museumstrasse;47.427214,9.379645;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";618
2012-08-16;Museumstrasse;47.427214,9.379645;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";296
2012-08-18;Oberstrasse 149;47.414179,9.356962;Wochenende;Samstag;6;Tagesverkehr;622
2012-08-19;Oberstrasse 149;47.414179,9.356962;Wochenende;Sonntag;7;Tagesverkehr;513
2012-08-19;Vadianstrasse 8;47.422903,9.372979;Wochenende;Sonntag;7;Tagesverkehr;27
2012-08-21;Vadianstrasse 8;47.422903,9.372979;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";181
2012-08-28;Vadianstrasse 8;47.422903,9.372979;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";32
2012-08-30;Vadianstrasse 8;47.422903,9.372979;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";373
2012-08-31;Museumstrasse;47.427214,9.379645;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";176
2012-08-31;Oberstrasse 149;47.414179,9.356962;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";221
2012-09-01;Vadianstrasse 8;47.422903,9.372979;Wochenende;Samstag;6;Tagesverkehr;209
2012-09-02;Oberstrasse 149;47.414179,9.356962;Wochenende;Sonntag;7;Tagesverkehr;324
2012-09-02;Vadianstrasse 8;47.422903,9.372979;Wochenende;Sonntag;7;Tagesverkehr;52
2012-09-04;Vadianstrasse 8;47.422903,9.372979;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";140
2012-09-05;Oberstrasse 149;47.414179,9.356962;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";728
2012-09-06;Vadianstrasse 8;47.422903,9.372979;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";176
2012-09-07;Museumstrasse;47.427214,9.379645;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";606
2012-09-08;Vadianstrasse 8;47.422903,9.372979;Wochenende;Samstag;6;Tagesverkehr;198
2012-09-09;Museumstrasse;47.427214,9.379645;Wochenende;Sonntag;7;Tagesverkehr;232
2012-09-11;Oberstrasse 149;47.414179,9.356962;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";904
2012-09-11;Vadianstrasse 8;47.422903,9.372979;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";239
2012-09-12;Oberstrasse 149;47.414179,9.356962;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";261
2012-09-12;Vadianstrasse 8;47.422903,9.372979;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";379
2012-09-15;Museumstrasse;47.427214,9.379645;Wochenende;Samstag;6;Tagesverkehr;309
2012-09-15;Rosenbergstrasse Veloweg;47.421245,9.359067;Wochenende;Samstag;6;Tagesverkehr;261
2012-09-15;Vadianstrasse 8;47.422903,9.372979;Wochenende;Samstag;6;Tagesverkehr;1054
2012-09-17;Vadianstrasse 8;47.422903,9.372979;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";1133
