Datum;Bezeichnung;Standort;Arbeitstag;Wochentag;Tag Nr;Kennzahl;Anzahl Velos
2019-03-26;Rorschacher Strasse 61 / Singenberg;47.427438,9.384005;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";609
2019-03-26;Splügenweg / Olma;47.433074,9.38514;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";203
2019-03-26;St.Georgen / Mühlegg;47.419598,9.378749;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";229
2019-03-27;Oberstrasse 149;47.414179,9.356962;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";687
2019-03-27;Rorschacher Strasse 61 / Singenberg;47.427438,9.384005;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";705
2019-03-29;Lindenstrasse 134;47.436818,9.4017;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";328
2019-03-29;Oberstrasse 149;47.414179,9.356962;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";840
2019-03-29;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";536
2019-03-29;Sitterviadukt A1 / Gaiserwaldweg;47.42203,9.34464;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";211
2019-03-30;Lindenstrasse 81;47.433406,9.394689;Wochenende;Samstag;6;Tagesverkehr;210
2019-03-30;Linsebühlstrasse / Singenbergstrasse;47.426377,9.386272;Wochenende;Samstag;6;Tagesverkehr;248
2019-03-30;Oberstrasse 149;47.414179,9.356962;Wochenende;Samstag;6;Tagesverkehr;730
2019-03-30;Splügenweg / Olma;47.433074,9.38514;Wochenende;Samstag;6;Tagesverkehr;205
2019-03-31;Lindenstrasse 134;47.436818,9.4017;Wochenende;Sonntag;7;Tagesverkehr;234
2019-03-31;Linsebühlstrasse / Singenbergstrasse;47.426377,9.386272;Wochenende;Sonntag;7;Tagesverkehr;215
2019-03-31;Oberstrasse 149;47.414179,9.356962;Wochenende;Sonntag;7;Tagesverkehr;679
2019-03-31;Rosenbergstrasse Veloweg;47.421245,9.359067;Wochenende;Sonntag;7;Tagesverkehr;401
2019-03-31;SBB Sitterviadukt Gübsenweg Ost;47.40377,9.324;Wochenende;Sonntag;7;Tagesverkehr;791
2019-03-31;St.Georgen / Mühlegg;47.419598,9.378749;Wochenende;Sonntag;7;Tagesverkehr;235
2019-03-31;Vadianstrasse 8;47.422903,9.372979;Wochenende;Sonntag;7;Tagesverkehr;0
2019-04-01;Sitterviadukt A1 / Gaiserwaldweg;47.42203,9.34464;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";216
2019-04-02;Burgstrasse 12;47.419783,9.364792;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";486
2019-04-02;Vadianstrasse 8;47.422903,9.372979;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";0
2019-04-03;Rorschacher Strasse 61 / Singenberg;47.427438,9.384005;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";755
2019-04-03;St.Georgen / Mühlegg;47.419598,9.378749;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";366
2019-04-04;Burgstrasse 12;47.419783,9.364792;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";212
2019-04-04;Lindenstrasse 134;47.436818,9.4017;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";101
2019-04-04;Teufener Strasse 55;47.417852,9.367753;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";71
2019-04-05;Rorschacher Strasse 61 / Singenberg;47.427438,9.384005;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";427
2019-04-05;St.Jakob-Strasse 84 / Olma;47.4322,9.382405;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";301
2019-04-05;Teufener Strasse 55;47.417852,9.367753;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";102
2019-04-06;Sitterviadukt A1 / Gaiserwaldweg;47.42203,9.34464;Wochenende;Samstag;6;Tagesverkehr;201
2019-04-07;Lindenstrasse 134;47.436818,9.4017;Wochenende;Sonntag;7;Tagesverkehr;146
2019-04-07;Rosenbergstrasse Veloweg;47.421245,9.359067;Wochenende;Sonntag;7;Tagesverkehr;266
2019-04-07;Splügenweg / Olma;47.433074,9.38514;Wochenende;Sonntag;7;Tagesverkehr;85
2019-04-07;St.Georgen / Mühlegg;47.419598,9.378749;Wochenende;Sonntag;7;Tagesverkehr;143
2019-04-08;Oberstrasse 149;47.414179,9.356962;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";518
2019-04-09;Lindenstrasse 134;47.436818,9.4017;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";172
2019-04-09;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";329
2019-04-09;Sitterviadukt A1 / Gaiserwaldweg;47.42203,9.34464;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";103
2019-04-09;St.Georgen / Mühlegg;47.419598,9.378749;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";218
2019-04-10;Lindenstrasse 134;47.436818,9.4017;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";91
2019-04-10;Lindenstrasse 81;47.433406,9.394689;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";108
2019-04-10;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";240
2019-04-10;St.Jakob-Strasse 84 / Olma;47.4322,9.382405;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";265
2019-04-10;Teufener Strasse 55;47.417852,9.367753;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";85
2019-04-10;Vadianstrasse 8;47.422903,9.372979;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";0
2019-04-11;Museumstrasse;47.427214,9.379645;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";280
2019-04-11;Oberstrasse 149;47.414179,9.356962;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";503
2019-04-11;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";285
2019-04-11;SBB Sitterviadukt Gübsenweg Ost;47.40377,9.324;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";203
2019-04-12;Burgstrasse 12;47.419783,9.364792;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";315
2019-04-12;St.Georgen / Mühlegg;47.419598,9.378749;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";208
2019-04-12;St.Jakob-Strasse 84 / Olma;47.4322,9.382405;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";393
2019-04-13;Burgstrasse 12;47.419783,9.364792;Wochenende;Samstag;6;Tagesverkehr;226
2019-04-13;Rosenbergstrasse Veloweg;47.421245,9.359067;Wochenende;Samstag;6;Tagesverkehr;227
2019-04-13;SBB Sitterviadukt Gübsenweg Ost;47.40377,9.324;Wochenende;Samstag;6;Tagesverkehr;133
2019-04-14;Museumstrasse;47.427214,9.379645;Wochenende;Sonntag;7;Tagesverkehr;62
2019-04-14;Oberstrasse 149;47.414179,9.356962;Wochenende;Sonntag;7;Tagesverkehr;50
2019-04-14;SBB Sitterviadukt Gübsenweg Ost;47.40377,9.324;Wochenende;Sonntag;7;Tagesverkehr;21
2019-04-14;St.Georgen / Mühlegg;47.419598,9.378749;Wochenende;Sonntag;7;Tagesverkehr;0
2019-04-15;Lindenstrasse 134;47.436818,9.4017;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";217
2019-04-16;Sitterviadukt A1 / Gaiserwaldweg;47.42203,9.34464;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";205
2019-04-17;Lindenstrasse 81;47.433406,9.394689;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";245
2019-04-17;Linsebühlstrasse / Singenbergstrasse;47.426377,9.386272;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";312
2019-04-17;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";489
2019-04-17;St.Jakob-Strasse 84 / Olma;47.4322,9.382405;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";466
2019-04-18;Lindenstrasse 81;47.433406,9.394689;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";280
2019-04-18;Museumstrasse;47.427214,9.379645;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";435
2019-04-18;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";567
2019-04-18;SBB Sitterviadukt Gübsenweg Ost;47.40377,9.324;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";639
2019-04-19;Lindenstrasse 81;47.433406,9.394689;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";232
2019-04-19;Linsebühlstrasse / Singenbergstrasse;47.426377,9.386272;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";193
2019-04-19;Rorschacher Strasse 61 / Singenberg;47.427438,9.384005;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";461
2019-04-19;Teufener Strasse 55;47.417852,9.367753;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";122
2019-04-19;Vadianstrasse 8;47.422903,9.372979;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";0
2019-04-20;Burgstrasse 12;47.419783,9.364792;Wochenende;Samstag;6;Tagesverkehr;269
2019-04-20;St.Jakob-Strasse 84 / Olma;47.4322,9.382405;Wochenende;Samstag;6;Tagesverkehr;432
2019-04-21;Rosenbergstrasse Veloweg;47.421245,9.359067;Wochenende;Sonntag;7;Tagesverkehr;375
2019-04-22;Rorschacher Strasse 61 / Singenberg;47.427438,9.384005;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";449
2019-04-23;Lindenstrasse 134;47.436818,9.4017;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";409
2019-04-24;Oberstrasse 149;47.414179,9.356962;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";1147
2019-04-25;Museumstrasse;47.427214,9.379645;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";597
2019-04-25;Sitterviadukt A1 / Gaiserwaldweg;47.42203,9.34464;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";270
2019-04-25;St.Jakob-Strasse 84 / Olma;47.4322,9.382405;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";683
2019-04-25;Teufener Strasse 55;47.417852,9.367753;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";244
2019-04-26;Burgstrasse 12;47.419783,9.364792;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";280
2019-04-26;Linsebühlstrasse / Singenbergstrasse;47.426377,9.386272;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";179
2019-04-26;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";260
2019-04-26;Sitterviadukt A1 / Gaiserwaldweg;47.42203,9.34464;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";68
2019-04-26;Teufener Strasse 55;47.417852,9.367753;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";103
2019-04-27;Lindenstrasse 134;47.436818,9.4017;Wochenende;Samstag;6;Tagesverkehr;124
2019-04-27;Lindenstrasse 81;47.433406,9.394689;Wochenende;Samstag;6;Tagesverkehr;103
2019-04-28;Lindenstrasse 81;47.433406,9.394689;Wochenende;Sonntag;7;Tagesverkehr;52
2019-04-28;Rosenbergstrasse Veloweg;47.421245,9.359067;Wochenende;Sonntag;7;Tagesverkehr;116
2019-04-28;Vadianstrasse 8;47.422903,9.372979;Wochenende;Sonntag;7;Tagesverkehr;0
2019-04-29;Burgstrasse 12;47.419783,9.364792;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";318
2019-04-29;Lindenstrasse 81;47.433406,9.394689;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";161
2019-04-30;Sitterviadukt A1 / Gaiserwaldweg;47.42203,9.34464;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";138
2019-04-30;St.Jakob-Strasse 84 / Olma;47.4322,9.382405;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";425
2019-05-01;Lindenstrasse 134;47.436818,9.4017;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";422
2019-05-01;Museumstrasse;47.427214,9.379645;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";548
2019-05-02;Lindenstrasse 134;47.436818,9.4017;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";295
2019-05-02;Lindenstrasse 81;47.433406,9.394689;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";247
2019-05-02;Splügenweg / Olma;47.433074,9.38514;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";275
2019-05-03;Lindenstrasse 134;47.436818,9.4017;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";168
2019-05-03;Splügenweg / Olma;47.433074,9.38514;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";175
2019-05-03;St.Jakob-Strasse 84 / Olma;47.4322,9.382405;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";329
2019-05-04;Lindenstrasse 134;47.436818,9.4017;Wochenende;Samstag;6;Tagesverkehr;80
2019-05-04;Splügenweg / Olma;47.433074,9.38514;Wochenende;Samstag;6;Tagesverkehr;90
2019-05-04;St.Jakob-Strasse 84 / Olma;47.4322,9.382405;Wochenende;Samstag;6;Tagesverkehr;198
2019-05-04;Teufener Strasse 55;47.417852,9.367753;Wochenende;Samstag;6;Tagesverkehr;78
2019-05-05;Lindenstrasse 134;47.436818,9.4017;Wochenende;Sonntag;7;Tagesverkehr;26
2019-05-05;Rorschacher Strasse 61 / Singenberg;47.427438,9.384005;Wochenende;Sonntag;7;Tagesverkehr;100
2019-05-05;St.Jakob-Strasse 84 / Olma;47.4322,9.382405;Wochenende;Sonntag;7;Tagesverkehr;88
2019-05-06;Oberstrasse 149;47.414179,9.356962;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";597
2019-05-06;Splügenweg / Olma;47.433074,9.38514;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";238
2019-05-07;Linsebühlstrasse / Singenbergstrasse;47.426377,9.386272;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";399
2019-05-07;Oberstrasse 149;47.414179,9.356962;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";900
2019-05-07;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";571
2019-05-07;SBB Sitterviadukt Gübsenweg Ost;47.40377,9.324;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";561
2019-05-07;Splügenweg / Olma;47.433074,9.38514;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";292
2019-05-07;Teufener Strasse 55;47.417852,9.367753;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";193
2019-05-08;St.Georgen / Mühlegg;47.419598,9.378749;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";333
2019-05-08;Teufener Strasse 55;47.417852,9.367753;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";149
2019-05-10;Oberstrasse 149;47.414179,9.356962;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";589
2019-05-10;Rorschacher Strasse 61 / Singenberg;47.427438,9.384005;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";630
2019-05-10;Vadianstrasse 8;47.422903,9.372979;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";0
2019-05-11;Lindenstrasse 134;47.436818,9.4017;Wochenende;Samstag;6;Tagesverkehr;65
2019-05-12;Burgstrasse 12;47.419783,9.364792;Wochenende;Sonntag;7;Tagesverkehr;141
2019-05-13;Lindenstrasse 81;47.433406,9.394689;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";236
2019-05-13;Museumstrasse;47.427214,9.379645;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";403
2019-05-13;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";565
2019-05-13;St.Georgen / Mühlegg;47.419598,9.378749;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";370
2019-05-13;Vadianstrasse 8;47.422903,9.372979;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";0
2019-05-14;Oberstrasse 149;47.414179,9.356962;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";1066
2019-05-14;SBB Sitterviadukt Gübsenweg Ost;47.40377,9.324;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";620
2019-05-15;Oberstrasse 149;47.414179,9.356962;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";870
2019-05-15;Rorschacher Strasse 61 / Singenberg;47.427438,9.384005;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";808
2019-05-15;SBB Sitterviadukt Gübsenweg Ost;47.40377,9.324;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";464
2019-05-15;Splügenweg / Olma;47.433074,9.38514;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";227
2019-05-15;St.Georgen / Mühlegg;47.419598,9.378749;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";398
2019-05-16;Lindenstrasse 81;47.433406,9.394689;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";237
2019-05-17;Rorschacher Strasse 61 / Singenberg;47.427438,9.384005;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";804
2019-05-18;Lindenstrasse 134;47.436818,9.4017;Wochenende;Samstag;6;Tagesverkehr;196
2019-05-18;Museumstrasse;47.427214,9.379645;Wochenende;Samstag;6;Tagesverkehr;314
2019-05-18;Rorschacher Strasse 61 / Singenberg;47.427438,9.384005;Wochenende;Samstag;6;Tagesverkehr;463
2019-05-18;Rosenbergstrasse Veloweg;47.421245,9.359067;Wochenende;Samstag;6;Tagesverkehr;366
2019-05-18;St.Georgen / Mühlegg;47.419598,9.378749;Wochenende;Samstag;6;Tagesverkehr;289
2019-05-19;Burgstrasse 12;47.419783,9.364792;Wochenende;Sonntag;7;Tagesverkehr;160
2019-05-19;Oberstrasse 149;47.414179,9.356962;Wochenende;Sonntag;7;Tagesverkehr;348
2019-05-19;Rorschacher Strasse 61 / Singenberg;47.427438,9.384005;Wochenende;Sonntag;7;Tagesverkehr;303
2019-05-19;Teufener Strasse 55;47.417852,9.367753;Wochenende;Sonntag;7;Tagesverkehr;70
2019-05-20;Lindenstrasse 134;47.436818,9.4017;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";109
2019-05-20;St.Georgen / Mühlegg;47.419598,9.378749;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";148
2019-05-21;Lindenstrasse 81;47.433406,9.394689;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";88
2019-05-21;SBB Sitterviadukt Gübsenweg Ost;47.40377,9.324;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";170
2019-05-21;Vadianstrasse 8;47.422903,9.372979;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";0
2019-05-22;Sitterviadukt A1 / Gaiserwaldweg;47.42203,9.34464;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";145
2019-05-22;Splügenweg / Olma;47.433074,9.38514;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";186
2019-05-22;St.Georgen / Mühlegg;47.419598,9.378749;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";305
2019-05-23;Vadianstrasse 8;47.422903,9.372979;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";1227
2019-05-24;Lindenstrasse 134;47.436818,9.4017;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";437
2019-05-24;Oberstrasse 149;47.414179,9.356962;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";1141
2019-05-24;SBB Sitterviadukt Gübsenweg Ost;47.40377,9.324;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";763
2019-05-24;St.Georgen / Mühlegg;47.419598,9.378749;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";552
2019-05-25;Lindenstrasse 134;47.436818,9.4017;Wochenende;Samstag;6;Tagesverkehr;119
2019-05-25;Rorschacher Strasse 61 / Singenberg;47.427438,9.384005;Wochenende;Samstag;6;Tagesverkehr;379
2019-05-25;Sitterviadukt A1 / Gaiserwaldweg;47.42203,9.34464;Wochenende;Samstag;6;Tagesverkehr;132
2019-05-25;Splügenweg / Olma;47.433074,9.38514;Wochenende;Samstag;6;Tagesverkehr;155
2019-05-26;Burgstrasse 12;47.419783,9.364792;Wochenende;Sonntag;7;Tagesverkehr;185
2019-05-26;Lindenstrasse 134;47.436818,9.4017;Wochenende;Sonntag;7;Tagesverkehr;176
2019-05-26;Sitterviadukt A1 / Gaiserwaldweg;47.42203,9.34464;Wochenende;Sonntag;7;Tagesverkehr;262
2019-05-26;St.Georgen / Mühlegg;47.419598,9.378749;Wochenende;Sonntag;7;Tagesverkehr;230
2019-05-26;Vadianstrasse 8;47.422903,9.372979;Wochenende;Sonntag;7;Tagesverkehr;599
2019-05-27;St.Georgen / Mühlegg;47.419598,9.378749;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";417
2019-05-28;St.Georgen / Mühlegg;47.419598,9.378749;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";245
2019-05-28;St.Jakob-Strasse 84 / Olma;47.4322,9.382405;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";415
2019-05-29;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";409
2019-05-30;Lindenstrasse 134;47.436818,9.4017;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";259
2019-05-30;St.Georgen / Mühlegg;47.419598,9.378749;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";316
2019-05-31;Rorschacher Strasse 61 / Singenberg;47.427438,9.384005;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";666
2019-05-31;Splügenweg / Olma;47.433074,9.38514;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";191
2019-06-01;Burgstrasse 12;47.419783,9.364792;Wochenende;Samstag;6;Tagesverkehr;292
2019-06-01;Rorschacher Strasse 61 / Singenberg;47.427438,9.384005;Wochenende;Samstag;6;Tagesverkehr;572
2019-06-01;Teufener Strasse 55;47.417852,9.367753;Wochenende;Samstag;6;Tagesverkehr;194
2019-06-01;Vadianstrasse 8;47.422903,9.372979;Wochenende;Samstag;6;Tagesverkehr;953
2019-06-02;Museumstrasse;47.427214,9.379645;Wochenende;Sonntag;7;Tagesverkehr;275
2019-06-02;Sitterviadukt A1 / Gaiserwaldweg;47.42203,9.34464;Wochenende;Sonntag;7;Tagesverkehr;364
2019-06-03;Burgstrasse 12;47.419783,9.364792;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";482
2019-06-03;Lindenstrasse 134;47.436818,9.4017;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";460
2019-06-03;Museumstrasse;47.427214,9.379645;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";558
2019-06-04;Rorschacher Strasse 61 / Singenberg;47.427438,9.384005;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";1092
2019-06-04;Vadianstrasse 8;47.422903,9.372979;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";1577
2019-06-05;Oberstrasse 149;47.414179,9.356962;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";0
2019-06-05;Teufener Strasse 55;47.417852,9.367753;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";306
2019-06-06;Rorschacher Strasse 61 / Singenberg;47.427438,9.384005;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";911
2019-06-06;Vadianstrasse 8;47.422903,9.372979;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";1391
2019-06-07;Oberstrasse 149;47.414179,9.356962;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";0
2019-06-07;St.Georgen / Mühlegg;47.419598,9.378749;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";599
2019-06-08;Burgstrasse 12;47.419783,9.364792;Wochenende;Samstag;6;Tagesverkehr;312
2019-06-08;Museumstrasse;47.427214,9.379645;Wochenende;Samstag;6;Tagesverkehr;239
2019-06-08;Oberstrasse 149;47.414179,9.356962;Wochenende;Samstag;6;Tagesverkehr;0
2019-06-08;Rosenbergstrasse Veloweg;47.421245,9.359067;Wochenende;Samstag;6;Tagesverkehr;460
2019-06-08;Vadianstrasse 8;47.422903,9.372979;Wochenende;Samstag;6;Tagesverkehr;1001
2019-06-09;Museumstrasse;47.427214,9.379645;Wochenende;Sonntag;7;Tagesverkehr;149
2019-06-09;St.Jakob-Strasse 84 / Olma;47.4322,9.382405;Wochenende;Sonntag;7;Tagesverkehr;305
2019-06-10;Burgstrasse 12;47.419783,9.364792;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";145
2019-06-10;Lindenstrasse 81;47.433406,9.394689;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";76
2019-06-10;Museumstrasse;47.427214,9.379645;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";118
2019-06-10;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";203
2019-06-10;Splügenweg / Olma;47.433074,9.38514;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";68
2019-06-10;St.Jakob-Strasse 84 / Olma;47.4322,9.382405;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";193
2019-06-10;Teufener Strasse 55;47.417852,9.367753;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";63
2019-06-13;Oberstrasse 149;47.414179,9.356962;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";0
2019-06-13;SBB Sitterviadukt Gübsenweg Ost;47.40377,9.324;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";985
2019-06-13;Sitterviadukt A1 / Gaiserwaldweg;47.42203,9.34464;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";335
2019-06-13;St.Georgen / Mühlegg;47.419598,9.378749;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";589
2019-06-14;Splügenweg / Olma;47.433074,9.38514;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";315
2019-06-15;Lindenstrasse 134;47.436818,9.4017;Wochenende;Samstag;6;Tagesverkehr;217
2019-06-15;Rorschacher Strasse 61 / Singenberg;47.427438,9.384005;Wochenende;Samstag;6;Tagesverkehr;528
2019-06-16;Burgstrasse 12;47.419783,9.364792;Wochenende;Sonntag;7;Tagesverkehr;227
2019-06-16;St.Georgen / Mühlegg;47.419598,9.378749;Wochenende;Sonntag;7;Tagesverkehr;230
