BFS_NR;GEBIET_NAME;THEMA_NAME;SET_NAME;SUBSET_NAME;INDIKATOR_ID;INDIKATOR_NAME;INDIKATOR_JAHR;INDIKATOR_VALUE;EINHEIT_KURZ;EINHEIT_LANG;
17;Kanton St.Gallen;Bau und Immobilien;Bauinvestitionen;Bauinvestitionen;78;Hochbau-Investitionen [Fr./Einw.];2019;5088.9;Fr./Einw.;Franken pro Einwohner/-in;
17;Kanton St.Gallen;Bau und Immobilien;Bauinvestitionen;Bauinvestitionen;78;Hochbau-Investitionen [Fr./Einw.];2020;5357.7;Fr./Einw.;Franken pro Einwohner/-in;
17;Kanton St.Gallen;Bau und Immobilien;Bauinvestitionen;Bauinvestitionen;79;Tiefbau-Investitionen [Fr./Einw.];1997;838.8;Fr./Einw.;Franken pro Einwohner/-in;
17;Kanton St.Gallen;Bau und Immobilien;Bauinvestitionen;Bauinvestitionen;79;Tiefbau-Investitionen [Fr./Einw.];1998;623.8;Fr./Einw.;Franken pro Einwohner/-in;
17;Kanton St.Gallen;Bau und Immobilien;Bauinvestitionen;Bauinvestitionen;79;Tiefbau-Investitionen [Fr./Einw.];1999;681.3;Fr./Einw.;Franken pro Einwohner/-in;
17;Kanton St.Gallen;Bau und Immobilien;Bauinvestitionen;Bauinvestitionen;79;Tiefbau-Investitionen [Fr./Einw.];2000;773.6;Fr./Einw.;Franken pro Einwohner/-in;
17;Kanton St.Gallen;Bau und Immobilien;Bauinvestitionen;Bauinvestitionen;79;Tiefbau-Investitionen [Fr./Einw.];2001;752.6;Fr./Einw.;Franken pro Einwohner/-in;
17;Kanton St.Gallen;Bau und Immobilien;Bauinvestitionen;Bauinvestitionen;79;Tiefbau-Investitionen [Fr./Einw.];2002;836.5;Fr./Einw.;Franken pro Einwohner/-in;
17;Kanton St.Gallen;Bau und Immobilien;Bauinvestitionen;Bauinvestitionen;79;Tiefbau-Investitionen [Fr./Einw.];2003;694.2;Fr./Einw.;Franken pro Einwohner/-in;
17;Kanton St.Gallen;Bau und Immobilien;Bauinvestitionen;Bauinvestitionen;79;Tiefbau-Investitionen [Fr./Einw.];2004;633.1;Fr./Einw.;Franken pro Einwohner/-in;
17;Kanton St.Gallen;Bau und Immobilien;Bauinvestitionen;Bauinvestitionen;79;Tiefbau-Investitionen [Fr./Einw.];2005;631.9;Fr./Einw.;Franken pro Einwohner/-in;
17;Kanton St.Gallen;Bau und Immobilien;Bauinvestitionen;Bauinvestitionen;79;Tiefbau-Investitionen [Fr./Einw.];2006;622.4;Fr./Einw.;Franken pro Einwohner/-in;
17;Kanton St.Gallen;Bau und Immobilien;Bauinvestitionen;Bauinvestitionen;79;Tiefbau-Investitionen [Fr./Einw.];2007;719.8;Fr./Einw.;Franken pro Einwohner/-in;
17;Kanton St.Gallen;Bau und Immobilien;Bauinvestitionen;Bauinvestitionen;79;Tiefbau-Investitionen [Fr./Einw.];2008;649.3;Fr./Einw.;Franken pro Einwohner/-in;
17;Kanton St.Gallen;Bau und Immobilien;Bauinvestitionen;Bauinvestitionen;79;Tiefbau-Investitionen [Fr./Einw.];2009;617.1;Fr./Einw.;Franken pro Einwohner/-in;
