T_Y;Oberkategorie;Kategorie;Standort;Sektor;Untersektor;TAG_CO2-eq./a_Schweiz;TAG/a_Schweiz;TAG_CO2-eq./a_Stadt_St.Gallen;TAG/a_Stadt_St.Gallen
2018;Übrige Materialien;Elektronik, Batterien;Schweiz;Bau;Verbrennung;0.0;0;0.0;0.0
2018;Übrige Materialien;Glas, Keramik;Schweiz;Bau;Abwasser;0.0;0;0.0;0.0
2018;Übrige Materialien;Glas, Keramik;Schweiz;Bau;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Übrige Materialien;Glas, Keramik;Schweiz;Bau;Recycling;143.0;36865;1.268582128854819;327.036924337293
2018;Übrige Materialien;Holz, Papier;Schweiz;Bau;Deponie;55.0;11208;0.4879162034056996;99.42845105038329
2018;Übrige Materialien;Holz, Papier;Schweiz;Bau;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Übrige Materialien;Kies, Sand;Schweiz;Bau;Abwasser;0.0;0;0.0;0.0
2018;Übrige Materialien;Kies, Sand;Schweiz;Bau;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Übrige Materialien;Kunststoff;Schweiz;Bau;Abwasser;0.0;0;0.0;0.0
2018;Übrige Materialien;Textilien, Leder;Schweiz;Bau;Deponie;0.0;0;0.0;0.0
